,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL,D_Profit,W_Profit
2323,companyman,Company Man,275,paramountclassics,2001-03-09,,104.0,74743.0,104.0,12000000,146028,622273,476245,Unknown,81.0,['Douglas McGrath'],['Susan Cartsonis'],,0,,-11853972,-11377727
2324,mexican,The Mexican,36,dreamworks,2001-03-02,91.0,2951.0,20108829.0,3162.0,40000000,66808615,145238250,78429635,Crime Comedy,123.0,['Gore Verbinski'],,['Alan Silvestri'],0,,26808615,105238250
2325,widowofstpierre,The Widow of St. Pierre,164,lions_gate,2001-03-02,,1.0,31702.0,83.0,13000000,3058380,3058380,0,Foreign,112.0,,,,0,,-9941620,-9941620
2326,seespotrun,See Spot Run,70,warnerbros,2001-03-02,73.0,2656.0,9715102.0,2656.0,16000000,33357476,43057552,9700076,Family Comedy,94.0,['John Whitesell'],['Robert Simonds'],['John Debney'],0,,17357476,27057552
2327,cavesmanvalentine,The Caveman's Valentine,217,focus,2001-03-02,105.0,16.0,112041.0,59.0,13500000,687081,892506,205425,Drama / Thriller,106.0,,,['Terence Blanchard'],0,,-12812919,-12607494
2328,monkeybone,Monkeybone,145,fox,2001-02-23,,1722.0,2685078.0,1748.0,75000000,5409517,5409517,0,Fantasy Comedy,88.0,['Henry Selick'],['Chris Columbus'],,0,,-69590483,-69590483
2329,recessschoolsout,Recess: School's Out,67,buenavista,2001-02-16,182.0,2624.0,10065873.0,2630.0,10000000,36696761,44451470,7754709,Animation,84.0,,,,0,,26696761,34451470
2330,downtoearth,Down to Earth,37,paramount,2001-02-16,,2521.0,17268883.0,2521.0,30000000,64172251,71172251,7000000,Romantic Comedy,87.0,,,,0,,34172251,41172251
2331,savingsilverman,Saving Silverman,103,sony,2001-02-09,,2467.0,7411852.0,2467.0,22000000,19351569,25873142,6521573,Comedy,92.0,['Dennis Dugan'],,,0,,-2648431,3873142
2332,headoverheels,Head Over Heels,128,universal,2001-02-02,35.0,2338.0,4804595.0,2363.0,14000000,10397365,10397365,0,Romantic Comedy,87.0,['Mark S. Waters'],['Robert Simonds'],['Randy Edelman'],0,,-3602635,-3602635
2333,weddingplanner,The Wedding Planner,39,sony,2001-01-26,94.0,2785.0,13510293.0,2785.0,28000000,60400856,94728529,34327673,Romantic Comedy,104.0,['Adam Shankman'],,['Mervyn Warren'],0,,32400856,66728529
2334,pledge,The Pledge,102,warnerbros,2001-01-19,,1275.0,5765347.0,1410.0,45000000,19719930,29406132,9686202,Drama / Thriller,124.0,,,,0,,-25280070,-15593868
2335,savethelastdance,Save the Last Dance,25,paramount,2001-01-12,,2230.0,23444930.0,2570.0,13000000,91038276,122244329,31206053,Music Drama,113.0,['Thomas Carter'],,['Mark Isham'],0,,78038276,109244329
2336,antitrust,Antitrust,127,mgm,2001-01-12,,2433.0,5486209.0,2433.0,30000000,10965209,17865209,6900000,Thriller,108.0,,,,0,,-19034791,-12134791
2337,shadowofthevampire,Shadow of the Vampire,141,lions_gate,2000-12-29,,6.0,150171.0,513.0,8000000,8279017,8279017,0,Horror Comedy,93.0,,,,1,/oscar/movies/?id=shadowofthevampire.htm,279017,279017
2338,claim,The Claim,219,mgm,2000-12-29,,1.0,7131.0,29.0,13000000,622023,1375635,753612,Western,120.0,['Michael Winterbottom'],,['Michael Nyman'],0,,-12377977,-11624365
2339,traffic,Traffic,15,usa,2000-12-27,,4.0,184725.0,1755.0,48000000,124107476,208300000,84192524,Crime Drama,147.0,['Steven Soderbergh'],,['Cliff Martinez'],1,/oscar/movies/?id=traffic.htm,76107476,160300000
2340,dracula2000,Dracula 2000,78,miramax,2000-12-22,,2204.0,8636567.0,2204.0,28000000,33000377,33000377,0,Horror,99.0,['Patrick Lussier'],,['Marco Beltrami'],0,,5000377,5000377
2341,alltheprettyhorses,All the Pretty Horses,113,miramax,2000-12-25,,1483.0,1304971.0,1593.0,45000000,15527125,18120267,2593142,Western,117.0,,,,0,,-29472875,-26879733
2342,houseofmirth,The House of Mirth,168,sonyclassics,2000-12-22,,7.0,48770.0,63.0,10000000,3041803,5149131,2107328,Period Drama,140.0,,,,0,,-6958197,-4850869
2343,castaway,Cast Away,2,fox,2000-12-22,,2774.0,28883406.0,3061.0,85000000,233632142,427230516,193598374,Drama,143.0,['Robert Zemeckis'],['Tom Hanks'],['Alan Silvestri'],1,/oscar/movies/?id=castaway.htm,148632142,342230516
2344,aneverlastingpiece,An Everlasting Piece,318,dreamworks,2000-12-22,28.0,8.0,9128.0,8.0,4000000,75078,75078,0,Unknown,103.0,['Barry Levinson'],,['Hans Zimmer'],0,,-3924922,-3924922
2345,findingforrester,Finding Forrester,51,sony,2000-12-22,,200.0,701207.0,2002.0,43000000,51768623,80013623,28245000,Drama,136.0,['Gus Van Sant'],['Laurence Mark'],,0,,8768623,37013623
2346,dudewheresmycar,"Dude, Where's My Car?",54,fox,2000-12-15,,2087.0,13845914.0,2100.0,13000000,46729374,73180297,26450923,Comedy,83.0,,,['David Kitay'],0,,33729374,60180297
2347,verticallimit,Vertical Limit,35,sony,2000-12-08,,2307.0,15507845.0,2602.0,75000000,68473360,213500000,145026640,Action,124.0,['Martin Campbell'],,['James Newton Howard'],0,,-6526640,138500000
2348,dungeonsanddragons,Dungeons & Dragons,116,newline,2000-12-08,,2078.0,7237422.0,2078.0,35000000,15185241,33771965,18586724,Fantasy,107.0,['Courtney Solomon'],,['Justin Caine Burnett'],0,,-19814759,-1228035
2349,snatch,Snatch,83,screengems,2000-12-08,,1.0,27932.0,1444.0,10000000,30093107,83593107,53500000,Crime Comedy,103.0,['Guy Ritchie'],,,0,,20093107,73593107
2350,crouchingtigerhiddendragon,"Crouching Tiger, Hidden Dragon",12,sonyclassics,2000-12-08,,16.0,663205.0,2027.0,15000000,128067808,213514672,85446864,Foreign / Action,120.0,['Ang Lee'],,['Tan Dun'],1,/oscar/movies/?id=crouchingtigerhiddendragon.htm,113067808,198514672
2351,quills,Quills,142,foxsearchlight,2000-11-24,,9.0,249383.0,223.0,13500000,7060876,11732088,4671212,Period Drama,124.0,,['Nick Wechsler'],['Stephen Warbeck'],1,/oscar/movies/?id=quills.htm,-6439124,-1767912
2352,102dalmatians,102 Dalmatians,38,buenavista,2000-11-22,,2704.0,19883351.0,2704.0,85000000,66941559,66941559,0,Family Comedy,104.0,,,,1,/oscar/movies/?id=102dalmatians.htm,-18058441,-18058441
2353,unbreakable,Unbreakable,23,buenavista,2000-11-22,,2708.0,30330771.0,2708.0,73243106,94999143,248099143,153100000,Thriller,106.0,['M. Night Shyamalan'],,['James Newton Howard'],0,,21756037,174856037
2354,grinch,How the Grinch Stole Christmas,1,universal,2000-11-17,105.0,3127.0,55082330.0,3256.0,123000000,260044825,345141403,85096578,Family Comedy,104.0,['Ron Howard'],,['James Horner'],1,/oscar/movies/?id=grinch.htm,137044825,222141403
2355,menofhonor,Men of Honor,53,fox,2000-11-10,,2092.0,13339465.0,2188.0,32000000,48814909,82339483,33524574,Period Drama,129.0,"['George Tillman, Jr.']",['Bill Badalato'],['Mark Isham'],0,,16814909,50339483
2356,littlenicky,Little Nicky,62,newline,2000-11-10,,2910.0,16063904.0,2910.0,80000000,39442871,58270391,18827520,Comedy,84.0,['Steven Brill'],,['Teddy Castellucci'],0,,-40557129,-21729609
2357,youcancountonme,You Can Count on Me,137,paramountclassics,2000-11-10,,8.0,118170.0,150.0,1200000,9180275,10827356,1647081,Drama,111.0,['Kenneth Lonergan'],['Martin Scorsese'],,1,/oscar/movies/?id=youcancountonme.htm,7980275,9627356
2358,mercystreets,Mercy Streets,288,providence,2000-10-31,,173.0,79607.0,173.0,600000,173599,173599,0,Unknown,106.0,,,,0,,-426401,-426401
2359,georgewashington,George Washington,272,cowboy,2000-10-27,,6.0,20833.0,6.0,42000,241816,342722,100906,Unknown,90.0,['David Gordon Green'],,,0,,199816,300722
2360,littlevampire,The Little Vampire,122,newline,2000-10-27,,2009.0,5719627.0,2009.0,22000000,13555988,13555988,0,Family Adventure,105.0,,,,0,,-8444012,-8444012
2361,payitforward,Pay It Forward,77,warnerbros,2000-10-20,,2130.0,9631359.0,2130.0,40000000,33508922,55696705,22187783,Drama,123.0,['Mimi Leder'],,['Thomas Newman'],0,,-6491078,15696705
2362,billyelliot,Billy Elliot,94,focus,2000-10-13,,10.0,215681.0,510.0,5000000,21995263,109280263,87285000,Music Drama,90.0,['Stephen Daldry'],,['Stephen Warbeck'],1,/oscar/movies/?id=billyelliot.htm,16995263,104280263
2363,contender,The Contender,103,dreamworks,2000-10-13,112.0,1516.0,5363900.0,1639.0,9000000,17804273,17804273,0,Drama / Thriller,127.0,['Rod Lurie'],,,1,/oscar/movies/?id=contender.htm,8804273,8804273
2364,lostsouls,Lost Souls,108,newline,2000-10-13,,1970.0,7954766.0,1970.0,28000000,16779636,31320293,14540657,Horror,97.0,,['Michael De Luca'],,0,,-11220364,3320293
2365,bamboozled,Bamboozled,173,newline,2000-10-06,,17.0,190720.0,243.0,10000000,2185266,2373937,188671,Comedy,136.0,['Spike Lee'],['Jon Kilik'],['Terence Blanchard'],0,,-7814734,-7626063
2366,getcarter,Get Carter,119,warnerbros,2000-10-06,66.0,2315.0,6637830.0,2315.0,40000000,14967182,19417182,4450000,Action,102.0,,,['Tyler Bates'],0,,-25032818,-20582818
2367,meettheparents,Meet the Parents,7,universal,2000-10-06,175.0,2614.0,28623300.0,2697.0,55000000,166225040,304599899,138374859,Comedy,108.0,['Jay Roach'],['Shauna Robertson*'],['Randy Newman'],1,/oscar/movies/?id=meettheparents.htm,111225040,249599899
2368,digimon,Digimon: The Movie,136,fox,2000-10-06,,1823.0,4233304.0,1825.0,5000000,9628751,16628751,7000000,Animation,82.0,,,,0,,4628751,11628751
2369,bestinshow,Best in Show,100,warnerbros,2000-09-29,,13.0,413436.0,497.0,6000000,18621249,20695413,2074164,Comedy,90.0,['Christopher Guest'],,,0,,12621249,14695413
2370,specials,The Specials,358,regent,2000-09-22,,,,2.0,1000000,12996,12996,0,Unknown,100.0,['Craig Mazin'],['Craig Mazin'],,0,,-987004,-987004
2371,urbanlegendsfinalcut,Urban Legends: Final Cut,97,sony,2000-09-22,59.0,2539.0,8505513.0,2539.0,15000000,21468807,38574362,17105555,Horror,98.0,,['Neal H. Moritz'],['John Ottman'],0,,6468807,23574362
2372,womanontop,Woman on Top,153,foxsearchlight,2000-09-22,,1085.0,2008191.0,1086.0,8000000,5018450,10192613,5174163,Romantic Comedy,92.0,,,,0,,-2981550,2192613
2373,bait,Bait,115,warnerbros,2000-09-15,,2352.0,5485591.0,2352.0,35000000,15325127,15471969,146842,Action Comedy,119.0,['Antoine Fuqua'],,['Mark Mancina'],0,,-19674873,-19528031
2374,almostfamous,Almost Famous,81,dreamworks,2000-09-15,,131.0,2314646.0,2262.0,60000000,32522352,47371191,14848839,Music Drama,122.0,['Cameron Crowe'],['Ian Bryce'],,1,/oscar/movies/?id=almostfamous.htm,-27477648,-12628809
2375,urbania,Urbania,203,lions_gate,2000-09-15,,10.0,72129.0,43.0,225000,1032075,1032075,0,Drama,105.0,,,,0,,807075,807075
2376,duets,Duets,155,buenavista,2000-09-15,,581.0,2002588.0,583.0,16000000,4734235,4734235,0,Comedy,112.0,,['Lee R. Mayes'],,0,,-11265765,-11265765
2377,fiza,Fiza,224,videosound,2000-09-08,10.0,39.0,374708.0,39.0,1000000,623791,1179462,555671,Unknown,,,,,0,,-376209,179462
2378,watcher,The Watcher,86,universal,2000-09-08,56.0,2742.0,9062295.0,2777.0,33000000,28946615,47267829,18321214,Thriller,97.0,,,['Marco Beltrami'],0,,-4053385,14267829
2379,nursebetty,Nurse Betty,91,usa,2000-09-08,,1459.0,7145950.0,1491.0,24000000,25170054,27732366,2562312,Comedy,110.0,['Neil LaBute'],['Steve Golin'],['Rolfe Kent'],0,,1170054,3732366
2380,whipped,Whipped,161,destination,2000-09-01,,1581.0,2181379.0,1581.0,3000000,4142507,4142507,0,Comedy,82.0,,,,0,,1142507,1142507
2381,bringiton,Bring It On,37,universal,2000-08-25,133.0,2380.0,17362105.0,2466.0,10000000,68353550,90453550,22100000,Sports Comedy,98.0,['Peyton Reed'],,['Christophe Beck'],0,,58353550,80453550
2382,godzilla2000,Godzilla 2000,134,sony,2000-08-18,66.0,2111.0,4407720.0,2111.0,1000000,10037390,10037390,0,Sci-Fi Horror,99.0,,,,0,,9037390,9037390
2383,cell,The Cell,40,newline,2000-08-18,,2411.0,17515050.0,2476.0,35000000,61280963,85911226,24630263,Sci-Fi Thriller,107.0,['Tarsem'],,['Howard Shore'],1,/oscar/movies/?id=cell.htm,26280963,50911226
2384,replacements,The Replacements,58,warnerbros,2000-08-11,101.0,2754.0,11039214.0,2754.0,50000000,44737059,50054511,5317452,Sports Comedy,118.0,,,['John Debney'],0,,-5262941,54511
2385,cecilbdemented,Cecil B. Demented,188,artisan,2000-08-11,,9.0,127141.0,82.0,10000000,1276984,1953882,676898,Comedy,88.0,,,,0,,-8723016,-8046118
2386,blessthechild,Bless the Child,85,paramount,2000-08-11,,2524.0,9413684.0,2524.0,40000000,29374178,40435694,11061516,Horror Thriller,107.0,,,['Christopher Young'],0,,-10625822,435694
2387,aimeeandjaguar,Aimee & Jaguar,208,zeitgeist,2000-08-11,,7.0,42919.0,16.0,6800000,927107,927107,0,Foreign,125.0,,,,0,,-5872893,-5872893
2388,psychobeachparty,Psycho Beach Party,266,strand,2000-08-04,,,,11.0,4000000,267972,267972,0,Horror Comedy,95.0,,,,0,,-3732028,-3732028
2389,coyoteugly,Coyote Ugly,42,buenavista,2000-08-04,,2653.0,17319282.0,2664.0,45000000,60786269,113916474,53130205,Music Drama,101.0,,['Jerry Bruckheimer'],,0,,15786269,68916474
2390,hollowman,Hollow Man,31,sony,2000-08-04,108.0,2956.0,26414386.0,2956.0,90000000,73209340,191200000,117990660,Sci-Fi Horror,113.0,['Paul Verhoeven'],['Douglas Wick'],['Jerry Goldsmith'],1,/oscar/movies/?id=hollowman.htm,-16790660,101200000
2391,savinggrace,Saving Grace,128,fineline,2000-08-04,,30.0,287452.0,875.0,4000000,12178602,27786849,15608247,Crime Comedy,93.0,,,,0,,8178602,23786849
2392,spacecowboys,Space Cowboys,25,warnerbros,2000-08-04,,2805.0,18093776.0,2835.0,65000000,90454043,128874043,38420000,Action Thriller,130.0,['Clint Eastwood'],,['Clint Eastwood'],1,/oscar/movies/?id=spacecowboys.htm,25454043,63874043
2393,nuttyprofessor2,The Nutty Professor II: The Klumps,16,universal,2000-07-28,161.0,3242.0,42518830.0,3251.0,84000000,123307945,166307945,43000000,Comedy,106.0,['Peter Segal'],,,0,,39307945,82307945
2394,thomasandthemagicrailroad,Thomas and the Magic Railroad,110,destination,2000-07-26,,2016.0,4154932.0,2110.0,19000000,15911332,15911332,0,Family,85.0,,,,0,,-3088668,-3088668
2395,whatliesbeneath,What Lies Beneath,10,dreamworks,2000-07-21,196.0,2813.0,29702959.0,2925.0,90000000,155464351,288693989,133229638,Horror,130.0,['Robert Zemeckis'],['Mark Johnson*'],['Alan Silvestri'],0,,65464351,198693989
2396,incrowd,The In Crowd,150,warnerbros,2000-07-21,,1357.0,1505551.0,1357.0,15000000,5217498,5217498,0,Thriller,105.0,,['James G. Robinson'],,0,,-9782502,-9782502
2397,butimacheerleader,But I'm a Cheerleader,174,lions_gate,2000-07-07,,4.0,60410.0,115.0,1200000,2205627,2509344,303717,Comedy,84.0,,,,0,,1005627,1309344
2398,rockyandbullwinkle,The Adventures of Rocky & Bullwinkle,90,universal,2000-06-30,98.0,2460.0,6814270.0,2482.0,76000000,26000610,35129610,9129000,Family Comedy,92.0,,['Tiffany Ward'],['Mark Mothersbaugh'],0,,-49999390,-40870390
2399,patriot,The Patriot,19,sony,2000-06-28,110.0,3061.0,22413710.0,3061.0,110000000,113330342,215300000,101969658,War,164.0,['Roland Emmerich'],,['John Williams'],1,/oscar/movies/?id=patriot.htm,3330342,105300000
2400,memyselfandirene,"Me, Myself and Irene",24,fox,2000-06-23,,3019.0,24209385.0,3087.0,51000000,90570999,149270999,58700000,Comedy,116.0,['The Farrelly Bros.'],,,0,,39570999,98270999
2401,chickenrun,Chicken Run,20,dreamworks,2000-06-23,,2491.0,17506162.0,2953.0,42000000,106793915,227793915,121000000,Animation,84.0,['Peter Lord'],,,0,,64793915,185793915
2402,titanae,Titan A.E.,93,fox,2000-06-16,,2734.0,9376845.0,2775.0,75000000,22751979,36751979,14000000,Animation,94.0,['Don Bluth'],,,0,,-52248021,-38248021
2403,boysandgirls,Boys and Girls,95,dimension,2000-06-16,,1983.0,7008950.0,1989.0,16000000,21799652,21799652,0,Romantic Comedy,102.0,,,,0,,5799652,5799652
2404,jesusson,Jesus' Son,187,lions_gate,2000-06-16,,1.0,37089.0,95.0,2500000,1282084,1687548,405464,Drama,105.0,,,,0,,-1217916,-812452
2405,groove,Groove,196,sony,2000-06-09,,9.0,55946.0,50.0,500000,1115313,1167524,52211,Music Drama,86.0,,,,0,,615313,667524
2406,humtomohabbtkarega,Hum to Mohabbt Karega,316,eros,2000-05-26,4.0,1.0,75446.0,1.0,2000000,121807,121807,0,Unknown,,,,,0,,-1878193,-1878193
2407,centerstage,Center Stage,106,sony,2000-05-12,,1506.0,4604621.0,1506.0,18000000,17200925,21361109,4160184,Music Drama,115.0,,['Laurence Mark'],['George Fenton'],0,,-799075,3361109
2408,screwed,Screwed,143,universal,2000-05-12,28.0,1759.0,3342085.0,1761.0,12000000,6982680,6982680,0,Comedy,82.0,,,,0,,-5017320,-5017320
2409,luminarias,Luminarias,260,newlatin,2000-05-05,17.0,51.0,122158.0,51.0,1000000,428535,428535,0,Unknown,100.0,,,,0,,-571465,-571465
2410,gladiator,Gladiator,4,dreamworks,2000-05-05,371.0,2938.0,34819017.0,3188.0,103000000,187683805,457683805,270000000,Historical Epic,155.0,['Ridley Scott'],['Douglas Wick'],,1,/oscar/movies/?id=gladiator.htm,84683805,354683805
2411,humantraffic,Human Traffic,306,miramax,2000-05-05,17.0,22.0,26160.0,22.0,3300000,104257,5422740,5318483,Unknown,84.0,,,,0,,-3195743,2122740
2412,idreamedofafrica,I Dreamed of Africa,145,sony,2000-05-05,,2112.0,2411445.0,2112.0,34000000,6543194,14291999,7748805,Adventure,115.0,,,,0,,-27456806,-19708001
2413,frequency,Frequency,57,newline,2000-04-28,,2621.0,9025584.0,2631.0,31000000,44983704,68079671,23095967,Sci-Fi Thriller,119.0,['Gregory Hoblit'],,['Michael Kamen'],0,,13983704,37079671
2414,wheretheheartis,Where the Heart Is,76,fox,2000-04-28,,2437.0,8292939.0,2439.0,15000000,33771174,40862054,7090880,Comedy / Drama,120.0,,,,0,,18771174,25862054
2415,gossip,Gossip,152,warnerbros,2000-04-21,,1525.0,2321729.0,1525.0,14000000,5108820,12591270,7482450,Thriller,90.0,['Davis Guggenheim'],['Jeffrey Silver'],['Graeme Revell'],0,,-8891180,-1408730
2416,loveandbasketball,Love & Basketball,87,newline,2000-04-21,,1237.0,8139180.0,1245.0,15000000,27441122,27709625,268503,Sports Drama,127.0,['Gina Prince-Bythewood'],['Jay Stern'],['Terence Blanchard'],0,,12441122,12709625
2417,u-571,U-571,28,universal,2000-04-21,119.0,2583.0,19553310.0,2820.0,62000000,77086030,127630030,50544000,War,117.0,,,,1,/oscar/movies/?id=u-571.htm,15086030,65630030
2418,keepingthefaith,Keeping the Faith,68,buenavista,2000-04-14,,2152.0,8078671.0,2171.0,29000000,37036404,45336404,8300000,Romantic Comedy,129.0,,,['Elmer Bernstein'],0,,8036404,16336404
2419,eastiseast,East is East,160,miramax,2000-04-14,,4.0,53569.0,157.0,3000000,4170647,30438635,26267988,Comedy / Drama,96.0,,,,0,,1170647,27438635
2420,americanpsycho,American Psycho,117,lions_gate,2000-04-14,,1236.0,4961015.0,1242.0,8000000,15070285,28674417,13604132,Thriller,104.0,,,,0,,7070285,20674417
2421,returntome,Return to Me,79,mgm,2000-04-07,,2007.0,7820836.0,2320.0,24000000,32662299,32662299,0,Romantic Comedy,116.0,,,,0,,8662299,8662299
2422,rulesofengagement,Rules of Engagement,39,paramount,2000-04-07,,3155.0,15011181.0,3220.0,60000000,61322858,71719931,10397073,Drama / Thriller,127.0,['William Friedkin'],['Scott Rudin'],['Mark Isham'],0,,1322858,11719931
2423,highfidelity,High Fidelity,88,buenavista,2000-03-31,,1183.0,6429107.0,1231.0,20000000,27277055,47881663,20604608,Romantic Comedy,114.0,['Stephen Frears'],,['Howard Shore'],0,,7277055,27881663
2424,skulls,The Skulls,72,universal,2000-03-31,63.0,2412.0,11034885.0,2416.0,15000000,35007180,35007180,0,Thriller,107.0,['Rob Cohen'],,['Randy Edelman'],0,,20007180,20007180
2425,whateverittakes,Whatever It Takes,138,sony,2000-03-24,,2272.0,4104298.0,2272.0,15000000,8735529,8735529,0,Romantic Comedy,94.0,,,['Ed Shearmur'],0,,-6264471,-6264471
2426,hereonearth,Here on Earth,132,fox,2000-03-24,,1712.0,4510705.0,1713.0,15000000,10494147,10845127,350980,Romance,96.0,,,,0,,-4505853,-4154873
2427,romeomustdie,Romeo Must Die,48,warnerbros,2000-03-22,89.0,2641.0,18014503.0,2641.0,25000000,55973336,91036760,35063424,Action,115.0,['Andrzej Bartkowiak'],,,0,,30973336,66036760
2428,erinbrockovich,Erin Brockovich,13,universal,2000-03-17,,2848.0,28138465.0,3070.0,50000000,125548685,257805243,132256558,Drama,130.0,['Steven Soderbergh'],,['Thomas Newman'],1,/oscar/movies/?id=erinbrockovich.htm,75548685,207805243
2429,missiontomars,Mission to Mars,41,buenavista,2000-03-10,,3054.0,22855247.0,3101.0,90000000,60874615,106000000,45125385,Sci-Fi Adventure,113.0,['Brian De Palma'],['Sam Mercer'],['Ennio Morricone'],0,,-29125385,16000000
2430,deterrence,Deterrence,296,paramountclassics,2000-03-10,,7.0,23318.0,17.0,800000,144583,371647,227064,Unknown,101.0,['Rod Lurie'],,,0,,-655417,-428353
2431,ninethgate,The Ninth Gate,101,artisan,2000-03-10,,1586.0,6622518.0,1694.0,38000000,18653746,58394308,39740562,Horror,133.0,['Roman Polanski'],['Roman Polanski'],,0,,-19346254,20394308
2432,drowningmona,Drowning Mona,114,destination,2000-03-03,,1981.0,5802229.0,1981.0,16000000,15427192,15980376,553184,Comedy,95.0,,,,0,,-572808,-19624
2433,whatplanetareyoufrom,What Planet Are You From?,146,sony,2000-03-03,,2248.0,3008746.0,2248.0,50000000,6291602,6291602,0,Sci-Fi Comedy,107.0,['Mike Nichols'],,['Carter Burwell'],0,,-43708398,-43708398
2434,3strikes,3 Strikes,135,mgm,2000-03-03,,678.0,3684704.0,678.0,4000000,9821335,9821335,0,Crime Comedy,82.0,,,,0,,5821335,5821335
2435,reindeergames,Reindeer Games,92,miramax,2000-02-25,,2204.0,8128356.0,2204.0,36000000,23360779,23360779,0,Action,104.0,,['Chris Moore'],['Alan Silvestri'],0,,-12639221,-12639221
2436,wonderboys,Wonder Boys,99,paramount,2000-02-23,,1253.0,5808919.0,1509.0,35000000,19389454,33422485,14033031,Comedy / Drama,111.0,['Curtis Hanson'],['Scott Rudin'],['Christopher Young'],1,/oscar/movies/?id=wonderboys.htm,-15610546,-1577515
2437,snowday,Snow Day,44,paramount,2000-02-11,,2664.0,14331819.0,2717.0,13000000,60008303,62452927,2444624,Family Comedy,89.0,,,,0,,47008303,49452927
2438,tiggermovie,The Tigger Movie,55,buenavista,2000-02-11,161.0,2723.0,9427532.0,2818.0,20000000,45542421,96147688,50605267,Animation,77.0,,,,0,,25542421,76147688
2439,trois,Trois,193,rainforest,2000-02-11,,20.0,200815.0,53.0,200000,1161843,1161843,0,Thriller,93.0,['Rob Hardy'],['Will Packer'],,0,,961843,961843
2440,gunshy,Gun Shy,182,buenavista,2000-02-04,,296.0,703109.0,296.0,10000000,1638202,1638202,0,Crime Comedy,102.0,,,['Rolfe Kent'],0,,-8361798,-8361798
2441,scream3,Scream 3,27,dimension,2000-02-04,,3467.0,34713342.0,3467.0,40000000,89138076,161838076,72700000,Horror,117.0,['Wes Craven'],['Cathy Konrad'],['Marco Beltrami'],0,,49138076,121838076
2442,instshegreat,Isn't She Great,169,universal,2000-01-28,28.0,750.0,1368705.0,750.0,36000000,2954405,2954405,0,Comedy / Drama,96.0,,,,0,,-33045595,-33045595
2443,bigtease,The Big Tease,286,warnerbros,2000-01-28,,4.0,29010.0,4.0,4000000,185577,185577,0,Unknown,88.0,,['Sacha Gervasi'],,0,,-3814423,-3814423
2444,downtoyou,Down to You,98,miramax,2000-01-21,,1971.0,7602507.0,2003.0,9000000,20035310,20035310,0,Romantic Comedy,89.0,,['Bobby Cohen'],,0,,11035310,11035310
2445,terrorist,The Terrorist,295,phaedra,2000-01-14,,1.0,13734.0,1.0,25000,195043,195043,0,Unknown,95.0,,,,0,,170043,170043
2446,supernova,Supernova,120,mgm,2000-01-14,,2280.0,5778639.0,2280.0,60000000,14218868,14816494,597626,Sci-Fi Thriller,91.0,['Walter Hill'],,,0,,-45781132,-45183506
2447,mydogskip,My Dog Skip,75,warnerbros,2000-01-14,,5.0,56943.0,2331.0,7000000,34099640,35795319,1695679,Family,95.0,['Jay Russell'],,['William Ross'],0,,27099640,28795319
2448,fantasia2000,Fantasia 2000 (35mm & IMAX),43,buenavista,2000-01-01,,54.0,2290525.0,1313.0,80000000,60507228,60507228,0,IMAX,75.0,,,,0,,-19492772,-19492772
2449,hurricane,The Hurricane,48,universal,1999-12-29,,11.0,384640.0,2148.0,38000000,50699241,73956241,23257000,Sports Drama,146.0,,,['Christopher Young'],1,/oscar/movies/?id=hurricane.htm,12699241,35956241
2450,galaxyquest,Galaxy Quest,30,dreamworks,1999-12-25,146.0,2412.0,7012630.0,2450.0,45000000,71423726,90523726,19100000,Comedy,102.0,['Dean Parisot'],['Mark Johnson'],,0,,26423726,45523726
2451,playittothebone,Play It to the Bone,134,buenavista,1999-12-25,,1.0,3366.0,1588.0,24000000,8427204,8427204,0,Sports Comedy,125.0,,,['Alex Wurman'],0,,-15572796,-15572796
2452,angelasashes,Angela's Ashes,107,paramount,1999-12-25,,6.0,54628.0,614.0,25000000,13038660,13038660,0,Period Drama,145.0,,['Scott Rudin'],['John Williams'],1,/oscar/movies/?id=angelasashes.htm,-11961340,-11961340
2453,talentedmrripley,The Talented Mr. Ripley,27,paramount,1999-12-25,,2307.0,12738237.0,2369.0,40000000,81292135,128792135,47500000,Thriller,139.0,['Anthony Minghella'],['Sydney Pollack'],['Gabriel Yared'],1,/oscar/movies/?id=talentedmrripley.htm,41292135,88792135
2454,anygivensunday,Any Given Sunday,28,warnerbros,1999-12-22,100.0,2505.0,13584625.0,2505.0,60000000,75530832,100230832,24700000,Sports Drama,157.0,['Oliver Stone'],,,0,,15530832,40230832
2455,girlinterrupted,"Girl, Interrupted",70,sony,1999-12-21,,9.0,95399.0,1935.0,24000000,28871190,28871190,0,Drama,127.0,['James Mangold'],,['Mychael Danna'],1,/oscar/movies/?id=girlinterrupted.htm,4871190,4871190
2456,magnolia,Magnolia,80,newline,1999-12-17,,7.0,193604.0,1086.0,37000000,22450975,48446802,25995827,Drama,188.0,['Paul Thomas Anderson'],,['Jon Brion'],1,/oscar/movies/?id=magnolia.htm,-14549025,11446802
2457,topsyturvy,Topsy-Turvy,146,usa,1999-12-15,,2.0,31387.0,224.0,20000000,6201757,6201757,0,Music Drama,160.0,['Mike Leigh'],,,1,/oscar/movies/?id=topsyturvy.htm,-13798243,-13798243
