,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL,D_Profit,W_Profit
534,lordsofsalem,The Lords of Salem,206,anchorbayentertainment,2013-04-19,28.0,354.0,642942.0,354.0,1500000,1165881,1541131,375250,Horror,100.0,['Rob Zombie'],,,0,,-334119,41131
535,fillybrown,Filly Brown,167,lionsgate,2013-04-19,42.0,188.0,1478323.0,259.0,1250000,2850357,2850357,0,Drama,101.0,,,,0,,1600357,1600357
536,rickyjay,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,310,kinolorber,2013-04-17,191.0,1.0,13802.0,7.0,500000,152449,152449,0,Documentary,88.0,,,,0,,-347551,-347551
537,42,42,37,warnerbros,2013-04-12,105.0,3003.0,27487144.0,3405.0,40000000,95020213,97470701,2450488,Sports Drama,128.0,['Brian Helgeland'],,['Mark Isham'],0,,55020213,57470701
538,trance,Trance,174,foxsearchlight,2013-04-05,,4.0,131145.0,443.0,16000000,2322593,22594052,20271459,Crime Thriller,101.0,['Danny Boyle'],['Steven M. Rales'],,0,,-13677407,6594052
539,evildead2013,Evil Dead (2013),65,tristar,2013-04-05,66.0,3025.0,25775847.0,3025.0,17000000,54239856,97778356,43538500,Horror,91.0,['Fede Alvarez'],,,0,,37239856,80778356
540,brassteapot,The Brass Teapot,593,magnolia,2013-04-05,14.0,2.0,4468.0,2.0,900000,6997,413733,406736,Fantasy Comedy,101.0,,,,0,,-893003,-486267
541,eddiecannibal,Eddie the Sleepwalking Cannibal,671,doppelganger,2013-04-05,28.0,5.0,1016.0,5.0,1400000,1632,1632,0,Horror Comedy,90.0,,,,0,,-1398368,-1398368
542,placebeyondthepines,The Place Beyond the Pines,109,focus,2013-03-29,91.0,4.0,279457.0,1584.0,15000000,21403519,47011449,25607930,Drama,140.0,['Derek Cianfrance'],,,0,,6403519,32011449
543,host2013,The Host (2013),97,openroads,2013-03-29,63.0,3202.0,10600112.0,3202.0,50000000,26623701,64477051,37853350,Sci-Fi Thriller,125.0,['Andrew Niccol'],,[],0,,-23376299,14477051
544,gijoe2,G.I. Joe: Retaliation,25,paramount,2013-03-28,113.0,3719.0,40501814.0,3734.0,140000000,122523060,375740705,253217645,Action,99.0,['Jon Chu'],,['Henry Jackman'],0,,-17476940,235740705
545,admission,Admission,116,focus,2013-03-22,77.0,2160.0,6154984.0,2161.0,13000000,18007317,18733666,726349,Comedy / Drama,117.0,['Paul Weitz'],['Paul Weitz'],['Stephen Trask'],0,,5007317,5733666
546,olympushasfallen,Olympus Has Fallen,36,filmdistrict,2013-03-22,112.0,3098.0,30373794.0,3106.0,70000000,98927592,150562164,51634572,Thriller,120.0,['Antoine Fuqua'],['Peter Schlessel'],['Trevor Morris'],0,,28927592,80562164
547,upsidedown,Upside Down,340,millenniumentertainment,2013-03-15,28.0,11.0,28722.0,39.0,50000000,102118,26387039,26284921,Fantasy,108.0,,,,0,,-49897882,-23612961
548,springbreakers,Spring Breakers,126,a24,2013-03-15,89.0,3.0,263002.0,1379.0,5000000,14124286,31149251,17024965,Crime Drama,94.0,['Harmony Korine'],,,0,,9124286,26149251
549,burtwonderstone,The Incredible Burt Wonderstone,103,wb-newline,2013-03-15,56.0,3160.0,10177257.0,3160.0,32000000,22537881,27392609,4854728,Comedy,100.0,['Don Scardino'],,['Lyle Workman'],0,,-9462119,-4607391
550,call2013,The Call,69,tristar,2013-03-15,87.0,2507.0,17118745.0,2507.0,12800000,51872378,69821476,17949098,Thriller,95.0,['Brad Anderson'],,,0,,39072378,57021476
551,deadmandown,Dead Man Down,130,filmdistrict,2013-03-08,42.0,2188.0,5345250.0,2188.0,30000000,10895295,19599974,8704679,Thriller,110.0,['Niels Arden Oplev'],,,0,,-19104705,-10400026
552,oz,Oz The Great and Powerful,10,buenavista,2013-03-08,133.0,3912.0,79110453.0,3912.0,200000000,234770996,490359051,255588055,Adventure,127.0,['Sam Raimi'],,['Danny Elfman'],0,,34770996,290359051
553,21andover,21 and Over,99,relativity,2013-03-01,77.0,2771.0,8754168.0,2771.0,13000000,25682380,42195766,16513386,Comedy,93.0,,,['Lyle Workman'],0,,12682380,29195766
554,thesweeney,The Sweeney,472,entertainmentone,2013-03-01,14.0,11.0,20321.0,11.0,4500000,26345,7838405,7812060,Crime,112.0,,,,0,,-4473655,3338405
555,lastexorcism2,The Last Exorcism Part II,125,cbsfilms,2013-03-01,35.0,2700.0,7728354.0,2700.0,4000000,15179303,25448707,10269404,Horror,88.0,['Ed Gass-Donnelly'],,['Michael Wandmacher'],0,,11179303,21448707
556,jackthegiantkiller,Jack the Giant Slayer,54,wb-newline,2013-03-01,105.0,3525.0,27202226.0,3525.0,195000000,65187603,197687603,132500000,Adventure,114.0,['Bryan Singer'],,['John Ottman'],0,,-129812397,2687603
557,stoker,Stoker,189,foxsearchlight,2013-03-01,,7.0,160547.0,275.0,12000000,1703125,12079308,10376183,Horror Thriller,,,['Steven M. Rales'],,0,,-10296875,79308
558,snitch,Snitch,75,lionsgatesummit,2013-02-22,98.0,2511.0,13167607.0,2511.0,15000000,42930462,57907734,14977272,Action,112.0,['Ric Roman Waugh'],,,0,,27930462,42907734
559,inescapable,Inescapable,605,ifc,2013-02-22,,2.0,1545.0,7.0,4000000,4327,4327,0,Thriller,93.0,,,,0,,-3995673,-3995673
560,darkskies,Dark Skies,120,wdimension,2013-02-22,91.0,2313.0,8189166.0,2313.0,3500000,17418667,27704111,10285444,Thriller,97.0,['Scott Charles Stewart'],,['Joseph Bishara'],0,,13918667,24204111
561,escapefromplanetearth,Escape From Planet Earth,61,weinsteincompany,2013-02-15,161.0,3288.0,15891055.0,3353.0,40000000,57012977,74156610,17143633,Animation,89.0,['Cal Brunker'],,['Aaron Zigman'],0,,17012977,34156610
562,beautifulcreatures13,Beautiful Creatures (2013),112,warnerbros,2013-02-14,57.0,2950.0,7582595.0,2950.0,50000000,19452138,60282876,40830738,Drama,132.0,['Richard LaGravenese'],,['Thenewno2'],0,,-30547862,10282876
563,safehaven,Safe Haven,48,relativity,2013-02-14,106.0,3223.0,21401594.0,3223.0,28000000,71399120,94050951,22651831,Romance,115.0,['Lasse Hallstrom'],,['Deborah Lurie'],0,,43399120,66050951
564,identitythief,Identity Thief,20,universal,2013-02-08,119.0,3141.0,34551025.0,3230.0,35000000,134506920,175361578,40854658,Comedy,111.0,['Seth Gordon'],,['Christopher Lennertz'],0,,99506920,140361578
565,bullettothehead,Bullet to the Head,132,warnerbros,2013-02-01,42.0,2404.0,4548201.0,2404.0,55000000,9489829,22597969,13108140,Action Thriller,91.0,['Walter Hill'],,['Steve Mazzaro'],0,,-45510171,-32402031
566,warmbodies,Warm Bodies,53,lionsgatesummit,2013-02-01,98.0,3009.0,20353967.0,3009.0,30000000,66380662,115121608,48740946,Drama,97.0,['Jonathan Levine'],,['Marco Beltrami'],0,,36380662,85121608
567,gatekeepers,The Gatekeepers,171,sonyclassics,2013-02-01,140.0,3.0,61552.0,131.0,1500000,2408553,2592308,183755,Documentary,,,,,1,/oscar/movies/?id=gatekeepers.htm,908553,1092308
568,lastvegas,Last Vegas,56,cbsfilms,2013-11-01,112.0,3065.0,16334566.0,3237.0,28000000,63914167,112914167,49000000,Comedy,90.0,['Jon Turteltaub'],,['Mark Mothersbaugh'],0,,35914167,84914167
569,movie43,Movie 43,135,relativity,2013-01-25,49.0,2023.0,4805878.0,2023.0,10000000,8840453,31164747,22324294,Comedy,97.0,,,['Christophe Beck'],0,,-1159547,21164747
570,supportingcharacters,Supporting Characters,622,tribecafilm,2013-01-25,14.0,,,1.0,60000,4917,4917,0,Comedy,87.0,,,,0,,-55083,-55083
571,hanselandgretelwitchhunters,Hansel and Gretel: Witch Hunters,64,paramount,2013-01-25,91.0,3372.0,19690956.0,3375.0,50000000,55703475,214949716,159246241,Action Comedy,88.0,['Tommy Wirkola'],,['Atli Orvarsson'],0,,5703475,164949716
572,laststand,The Last Stand,128,lionsgate,2013-01-18,42.0,2913.0,6281433.0,2913.0,30000000,12050299,48330757,36280458,Action,107.0,['Jee-woon Kim'],['Lorenzo di Bonaventura'],,0,,-17949701,18330757
573,brokencity,Broken City,111,fox,2013-01-18,77.0,2620.0,8268908.0,2622.0,35000000,19701164,34480045,14778881,Crime Thriller,109.0,['Allen Hughes'],,['Atticus Ross'],0,,-15298836,-519955
574,mama,Mama,47,universal,2013-01-18,77.0,2647.0,28402310.0,2781.0,15000000,71628180,148095566,76467386,Horror,100.0,['Andres Muschietti'],,,0,,56628180,133095566
575,gangstersquad,Gangster Squad,71,warnerbros,2013-01-11,84.0,3103.0,17070347.0,3103.0,60000000,46000903,104100903,58100000,Crime Drama,113.0,['Ruben Fleischer'],,['Steve Jablonsky'],0,,-13999097,44100903
576,quartet,Quartet,115,weinsteincompany,2013-01-11,168.0,2.0,47122.0,725.0,11000000,18388357,56178935,37790578,Comedy,98.0,['Dustin Hoffman'],['Dustin Hoffman'],['Dario Marianelli'],0,,7388357,45178935
577,texaschainsaw3d,Texas Chainsaw 3D,84,lionsgate,2013-01-04,56.0,2654.0,21744470.0,2659.0,20000000,34341945,47666013,13324068,Horror,92.0,['John Luessenhop'],,['John Frizzell'],0,,14341945,27666013
578,promisedland2012,Promised Land (2012),141,focus,2012-12-28,28.0,25.0,173915.0,1676.0,15000000,7597898,9300336,1702438,Drama,140.0,['Gus Van Sant'],['Jeff Skoll'],,0,,-7402102,-5699664
579,djangounchained,Django Unchained,15,weinsteincompany,2012-12-25,143.0,3010.0,30122888.0,3012.0,100000000,162805434,449948323,287142889,Western,165.0,['Quentin Tarantino'],,,1,/oscar/movies/?id=djangounchained.htm,62805434,349948323
580,lesmiserables2012,Les Miserables (2012),18,universal,2012-12-25,101.0,2814.0,27281735.0,2927.0,65000000,148809770,442169052,293359282,Musical,157.0,['Tom Hooper'],,,1,/oscar/movies/?id=lesmiserables2012.htm,83809770,377169052
581,ontheroad,On the Road,231,ifc,2012-12-21,,4.0,39550.0,107.0,25000000,720828,9313302,8592474,Drama,124.0,['Walter Salles'],,,0,,-24279172,-15686698
582,oneshot,Jack Reacher,38,paramount,2012-12-21,91.0,3352.0,15210156.0,3352.0,60000000,80070736,217370736,137300000,Crime Drama,130.0,['Christopher McQuarrie'],,,0,,20070736,157370736
583,apatow,This Is 40,43,universal,2012-12-21,70.0,2912.0,11579175.0,2931.0,35000000,67544505,90221182,22676677,Comedy,133.0,['Judd Apatow'],,['Jon Brion'],0,,32544505,55221182
584,cirquedusoleil,Cirque Du Soleil: Worlds Away,132,paramount,2012-12-21,56.0,840.0,2162993.0,840.0,25000000,12512862,28012862,15500000,Concert,91.0,['Andrew Adamson'],,,0,,-12487138,3012862
585,impossible,The Impossible,109,lionsgatesummit,2012-12-21,119.0,15.0,143818.0,886.0,40000000,19019882,169590606,150570724,Drama,107.0,['J.A. Bayona'],,,1,/oscar/movies/?id=impossible.htm,-20980118,129590606
586,mymotherscurse,The Guilt Trip,87,paramount,2012-12-19,79.0,2431.0,5290629.0,2431.0,40000000,37134215,41294674,4160459,Comedy,95.0,['Anne Fletcher'],,['Christophe Beck'],0,,-2865785,1294674
587,binladen,Zero Dark Thirty,32,sony,2012-12-19,103.0,5.0,417150.0,2946.0,52500000,95720716,134612435,38891719,Thriller,157.0,['Kathryn Bigelow'],,['Alexandre Desplat'],1,/oscar/movies/?id=binladen.htm,43220716,82112435
588,khiladi786,Khiladi 786,260,eros,2012-12-07,14.0,115.0,228967.0,115.0,5600000,385422,14683763,14298341,Foreign,141.0,,,,0,,-5214578,9083763
589,deadfall2012,Deadfall (2012),391,magnolia,2012-12-07,49.0,11.0,19391.0,17.0,6000000,66351,1673635,1607284,Crime,94.0,,,['Marco Beltrami'],0,,-5933649,-4326365
590,coganstrade,Killing Them Softly,122,weinsteincompany,2012-11-30,84.0,2424.0,6812900.0,2424.0,15000000,14945541,39238443,24292902,Crime Thriller,97.0,['Andrew Dominik'],,,0,,-54459,24238443
591,collection,The Collection,144,lddistribution,2012-11-30,31.0,1403.0,3104269.0,1403.0,10000000,6810754,8890094,2079340,Horror Thriller,81.0,['Marcus Dunstan'],,,0,,-3189246,-1109906
592,lifeofpi,Life of Pi,27,fox,2012-11-21,247.0,2927.0,22451514.0,2946.0,120000000,124987022,607987022,483000000,Adventure,126.0,['Ang Lee'],['Ang Lee'],['Mychael Danna'],1,/oscar/movies/?id=lifeofpi.htm,4987022,487987022
593,guardians,Rise of the Guardians,31,pardw,2012-11-21,142.0,3653.0,23773465.0,3672.0,145000000,103412758,306900902,203488144,Animation,97.0,['Peter Ramsey'],,['Alexandre Desplat'],0,,-41587242,161900902
594,breakingdawn2,The Twilight Saga: Breaking Dawn Part 2,6,lionsgatesummit,2012-11-16,112.0,4070.0,141067634.0,4070.0,136200000,292324737,829724737,537400000,Romance,116.0,['Bill Condon'],,['Carter Burwell'],0,,156124737,693524737
595,silverliningsplaybook,Silver Linings Playbook,23,weinsteincompany,2012-11-16,203.0,16.0,443003.0,2809.0,21000000,132092958,236412453,104319495,Comedy,122.0,['David O. Russell'],,,1,/oscar/movies/?id=silverliningsplaybook.htm,111092958,215412453
596,yashchopra,Jab Tak Hai Jaan,168,yashraj,2012-11-13,13.0,161.0,1283585.0,164.0,9200000,3047539,5797456,2749917,Foreign,130.0,,,,0,,-6152461,-3402544
597,lincoln,Lincoln,13,buenavista,2012-11-09,168.0,11.0,944308.0,2293.0,65000000,182207973,273346281,91138308,Historical Drama,145.0,['Steven Spielberg'],,['John Williams'],1,/oscar/movies/?id=lincoln.htm,117207973,208346281
598,dangerousliaisons2012,Dangerous Liaisons (2012),407,wellgo,2012-11-09,,6.0,18027.0,6.0,24200000,17000,10447579,10430579,Foreign,110.0,,,,0,,-24183000,-13752421
599,bond23,Skyfall,4,sony,2012-11-09,122.0,3505.0,88364714.0,3526.0,200000000,304360277,1110526981,806166704,Action,143.0,['Sam Mendes'],,['Thomas Newman'],1,/oscar/movies/?id=bond23.htm,104360277,910526981
600,rebootralph,Wreck-It Ralph,12,buenavista,2012-11-02,182.0,3752.0,49038712.0,3752.0,165000000,189412677,496511521,307098844,Animation,108.0,['Rich Moore'],['John Lasseter'],['Henry Jackman'],1,/oscar/movies/?id=rebootralph.htm,24412677,331511521
601,manwiththeironfists,The Man with the Iron Fists,121,universal,2012-11-02,49.0,1868.0,7910980.0,1872.0,15000000,15634090,22018988,6384898,Action / Adventure,96.0,['RZA'],,,0,,634090,7018988
602,vamps,Vamps,636,anchorbayentertainment,2012-11-02,14.0,1.0,548.0,1.0,16000000,3361,94812,91451,Comedy,92.0,['Amy Heckerling'],,,0,,-15996639,-15905188
603,cloudatlas,Cloud Atlas,101,warnerbros,2012-10-26,91.0,2008.0,9612247.0,2023.0,102000000,27108272,130673154,103564882,Sci-Fi,164.0,,,,0,,-74891728,28673154
604,funsize,Fun Size,137,paramount,2012-10-26,49.0,3014.0,4101017.0,3016.0,14000000,9409538,11166615,1757077,Comedy,90.0,['Josh Schwartz'],,,0,,-4590462,-2833385
605,ghastlylove,The Ghastly Love of Johnny X,646,strand,2012-10-26,91.0,1.0,86.0,2.0,2000000,2436,2436,0,Fantasy Comedy,106.0,,,,0,,-1997564,-1997564
606,ofmenandmavericks,Chasing Mavericks,148,fox,2012-10-26,80.0,2002.0,2268274.0,2030.0,20000000,6002756,8300821,2298065,Sports Drama,111.0,,,['Chad Fischer'],0,,-13997244,-11699179
607,silenthill2,Silent Hill: Revelation 3D,115,openroads,2012-10-26,52.0,2933.0,8023036.0,2933.0,20000000,17530219,55975672,38445453,Horror,94.0,['Michael J. Bassett'],['Don Carmody'],,0,,-2469781,35975672
608,paranormalactivity4,Paranormal Activity 4,62,paramount,2012-10-19,77.0,3412.0,29003866.0,3412.0,5000000,53900335,140619520,86719185,Horror,95.0,,,,0,,48900335,135619520
609,alexcross,Alex Cross,103,lionsgatesummit,2012-10-19,77.0,2539.0,11396768.0,2541.0,35000000,25888412,35426759,9538347,Crime Thriller,101.0,['Rob Cohen'],,['John Debney'],0,,-9111588,426759
610,firsttime,The First Time,480,samuelgoldwyn,2012-10-19,7.0,19.0,17061.0,19.0,2000000,17061,17061,0,Comedy / Drama,,,,,0,,-1982939,-1982939
611,sixsessions,The Sessions,149,foxsearchlight,2012-10-19,147.0,4.0,113467.0,516.0,1000000,6002451,11495204,5492753,Drama,98.0,,,,1,/oscar/movies/?id=sixsessions.htm,5002451,10495204
612,holymotors,Holy Motors,237,indomina,2012-10-17,103.0,2.0,18866.0,29.0,4000000,641054,4230426,3589372,Foreign,115.0,,,,0,,-3358946,230426
613,herecomestheboom,Here Comes the Boom,75,sony,2012-10-12,130.0,3014.0,11816596.0,3014.0,42000000,45290318,73239258,27948940,Comedy,105.0,['Frank Coraci'],,['Rupert Gregson-Williams'],0,,3290318,31239258
614,argo,Argo,22,warnerbros,2012-10-12,,3232.0,19458109.0,3247.0,44500000,136025503,227140757,91115254,Drama / Thriller,120.0,['Ben Affleck'],,['Alexandre Desplat'],1,/oscar/movies/?id=argo.htm,91525503,182640757
615,sevenpsychopaths,Seven Psychopaths,123,cbsfilms,2012-10-12,70.0,1480.0,4174915.0,1480.0,13500000,15024049,33035736,18011687,Action Comedy,109.0,['Martin McDonagh'],[],,0,,1524049,19535736
616,atlasshruggedpart2,Atlas Shrugged: Part II,163,atlas,2012-10-12,49.0,1012.0,1751572.0,1012.0,10000000,3336053,3336053,0,Drama,112.0,,,,0,,-6663947,-6663947
617,middleofnowhere2012,Middle of Nowhere (2012),290,affrm,2012-10-12,63.0,6.0,67909.0,25.0,200000,236806,236806,0,Drama,97.0,['Ava DuVernay'],['Ava DuVernay'],,0,,36806,36806
618,taken2,Taken 2,20,fox,2012-10-05,140.0,3661.0,49514769.0,3706.0,45000000,139854287,377807404,237953117,Action,91.0,['Olivier Megaton'],['Luc Besson'],,0,,94854287,332807404
619,wutheringheights2012,Wuthering Heights (2012),366,oscilloscopepictures,2012-10-05,63.0,1.0,8956.0,12.0,8000000,100915,2721534,2620619,Drama,129.0,['Andrea Arnold'],,,0,,-7899085,-5278466
620,frankenweenie,Frankenweenie,91,buenavista,2012-10-05,147.0,3005.0,11412213.0,3005.0,39000000,35287788,81150788,45863000,Animation,87.0,['Tim Burton'],,['Danny Elfman'],1,/oscar/movies/?id=frankenweenie.htm,-3712212,42150788
621,tradeofinnocents,Trade of Innocents,529,montereymediainc,2012-10-05,35.0,1.0,588.0,3.0,5800000,15091,15091,0,Thriller,91.0,,,,0,,-5784909,-5784909
622,loopers,Looper,45,tristar,2012-09-28,96.0,2992.0,20801552.0,2993.0,30000000,66486205,170466405,103980200,Sci-Fi Action,118.0,['Rian Johnson'],,['Nathan Johnson'],0,,36486205,140466405
623,learningtofly,Won't Back Down,152,fox,2012-09-28,56.0,2515.0,2603370.0,2517.0,19000000,5310554,5714913,404359,Drama,121.0,['Daniel Barnz'],,['Marcelo Zarvos'],0,,-13689446,-13285087
624,otherdreamteam,The Other Dream Team,342,filmarcade,2012-09-28,49.0,2.0,19821.0,14.0,500000,134109,314444,180335,Documentary,89.0,,,,0,,-365891,-185556
625,troublewiththecurve,Trouble with the Curve,89,warnerbros,2012-09-21,84.0,3212.0,12162040.0,3212.0,60000000,35763137,47818913,12055776,Drama,111.0,['Robert Lorenz'],,['Marco Beltrami'],0,,-24236863,-12181087
626,dredd,Dredd,127,lionsgate,2012-09-21,42.0,2506.0,6278491.0,2557.0,45000000,13414714,41467606,28052892,Action / Adventure,95.0,['Pete Travis'],['Alex Garland'],['Paul Leonard-Morgan'],0,,-31585286,-3532394
627,houseattheendofthestreet,House at the End of The Street,96,relativity,2012-09-21,91.0,3083.0,12287234.0,3083.0,6900000,31611916,44103982,12492066,Thriller,101.0,['Mark Tonderai'],,['Theo Green'],0,,24711916,37203982
628,endofwatch,End of Watch,83,openroads,2012-09-21,119.0,2730.0,13152683.0,2780.0,15000000,41003371,57586606,16583235,Crime Drama,109.0,['David Ayer'],,['David Sardy'],0,,26003371,42586606
629,perksofbeingawallflower,The Perks of Being a Wallflower,114,lionsgatesummit,2012-09-21,140.0,4.0,228359.0,745.0,13000000,17742948,33069303,15326355,Drama,103.0,['Stephen Chbosky'],,['Michael Brook'],0,,4742948,20069303
630,residentevil5,Resident Evil: Retribution,79,screengems,2012-09-14,59.0,3012.0,21052227.0,3016.0,65000000,42345531,238940997,196595466,Action Horror,95.0,['Paul W.S. Anderson'],,['tomandandy'],0,,-22654469,173940997
631,themaster,The Master,119,weinsteincompany,2012-09-14,182.0,5.0,736311.0,864.0,37500000,16247159,58792011,42544852,Drama,137.0,['Paul Thomas Anderson'],,['Jonny Greenwood'],1,/oscar/movies/?id=themaster.htm,-21252841,21292011
632,barfi,Barfi!,171,utv,2012-09-14,45.0,132.0,1061713.0,132.0,4600000,2804874,36751984,33947110,Foreign,150.0,,,,0,,-1795126,32151984
633,stolen2012,Stolen (2012),278,millenniumentertainment,2012-09-14,14.0,141.0,183125.0,141.0,35000000,289773,17967746,17677973,Action Thriller,96.0,['Simon West'],,['Mark Isham'],0,,-34710227,-17032254
634,arbitrage,Arbitrage,140,roadsideattractions,2012-09-14,126.0,197.0,2002165.0,256.0,12000000,7919574,35830713,27911139,Drama,100.0,['Nicholas Jarecki'],,['Cliff Martinez'],0,,-4080426,23830713
635,bachelorette,Bachelorette,254,radiustwc,2012-09-07,35.0,47.0,181494.0,60.0,3000000,446770,12577401,12130631,Comedy,91.0,['Leslye Headland'],,,0,,-2553230,9577401
636,coldlightofday,The Cold Light of Day,160,lionsgatesummit,2012-09-07,28.0,1511.0,1831588.0,1511.0,20000000,3763583,25361206,21597623,Action Thriller,93.0,,,['Lucas Vidal'],0,,-16236417,5361206
637,inbetweeners,The Inbetweeners Movie,442,wreckinhill,2012-09-07,3.0,10.0,36000.0,10.0,5700000,35955,86051320,86015365,Comedy,95.0,,,,0,,-5664045,80351320
638,foragoodtimecall,"For a Good Time, Call... ",202,focus,2012-08-31,42.0,23.0,143935.0,107.0,850000,1251749,1386088,134339,Comedy,86.0,,,,0,,401749,536088
639,dibbukbox,The Possession,68,lionsgate,2012-08-31,84.0,2816.0,17732480.0,2860.0,14000000,49130588,82925064,33794476,Horror,91.0,['Ole Bornedal'],,,0,,35130588,68925064
640,wettestcountry,Lawless,86,weinsteincompany,2012-08-29,93.0,2888.0,10001982.0,3138.0,26000000,37397291,54393637,16996346,Crime Drama,115.0,['John Hillcoat'],['Megan Ellison'],,0,,11397291,28393637
641,oogieloves,Oogieloves In The BIG Balloon Adventure,211,kennviselman,2012-08-29,23.0,2160.0,443901.0,2160.0,20000000,1065907,1065907,0,Family,83.0,,['Kenn Viselman'],,0,,-18934093,-18934093
642,apparition,The Apparition,154,warnerbros,2012-08-24,49.0,810.0,2841488.0,810.0,17000000,4936819,10637281,5700462,Thriller,82.0,['Todd Lincoln'],,['tomandandy'],0,,-12063181,-6362719
