,budgetListIDX,budgetListName,bLnameLength,MvName,mvNameLength,maxFuzzRatioIDX,maxFuzzRatio,maxFuzzSetRatioIDX,maxFuzzSetRatio,budgetListMvReleaseYR,MvReleaseYR
4154,4154,Madadayo,8,Matador,7,12902,67,12902,67,1998,1988.0
4155,4155,Chairman of the Board,21,Chairman of the Board,21,10249,100,10249,100,1998,1998.0
4156,4156,The Man in the Iron Mask,24,Iron Man,8,10025,100,4947,100,1998,2008.0
4157,4157,Twilight,8,The Twilight Saga: Breaking Dawn Part 2,39,4952,100,2625,100,1998,2012.0
4158,4158,The Big Lebowski,16,The Big Lebowski,16,10084,100,10084,100,1998,1998.0
4159,4159,Love and Death on Long Island,29,Love and Death on Long Island,29,10161,100,10161,100,1998,1998.0
4160,4160,An Alan Smithee Film: Burn Hollywood Burn,41,Burn,4,10281,100,2837,100,1998,2012.0
4161,4161,Dark City,9,The City Dark,13,10093,100,3195,100,1998,2012.0
4162,4162,I Love You … Don't Touch Me!,28,Don,3,10263,93,6390,100,1998,2006.0
4163,4163,Sphere,6,Sphere,6,10046,100,10046,100,1998,1998.0
4164,4164,Hurricane Streets,17,Hurricane Streets,17,10223,100,10223,100,1998,1998.0
4165,4165,The Borrowers,13,The Borrowers,13,10070,100,10070,100,1998,1998.0
4166,4166,The Replacement Killers,23,Killers,7,10078,100,3957,100,1998,2010.0
4167,4167,Zero Effect,11,Zero Effect,11,10172,100,10172,100,1998,1998.0
4168,4168,Deep Rising,11,Deep Rising,11,10108,100,10108,100,1998,1998.0
4169,4169,Spice World,11,Spice World,11,10055,100,10055,100,1998,1998.0
4170,4170,The Dress,9,The Dresser,11,13829,90,13829,90,1998,1983.0
4171,4171,Half Baked,10,Half Baked,10,10083,100,10083,100,1998,1998.0
4172,4172,Hard Rain,9,Rain,4,10076,100,8650,100,1998,2002.0
4173,4173,Firestorm,9,Firestorm,9,10124,100,10124,100,1998,1998.0
4174,4174,Oscar and Lucinda,17,Oscar and Lucinda,17,10177,100,10177,100,1997,1998.0
4175,4175,The Postman,11,Postman Pat: The Movie,22,10417,100,1918,100,1997,2014.0
4176,4176,Jackie Brown,12,Jackie Brown,12,10382,100,10382,100,1997,1997.0
4177,4177,Kundun,6,Kundun,6,10467,100,10467,100,1997,1997.0
4178,4178,Wag the Dog,11,The Dog,7,10376,100,1677,100,1997,2014.0
4179,4179,As Good as it Gets,18,Good,4,10330,94,5411,100,1997,2008.0
4180,4180,Titanic,7,Titanic 3D,10,10325,100,2675,100,1997,2012.0
4181,4181,Tomorrow Never Dies,19,Never,5,10334,100,457,100,1997,2016.0
4182,4182,Mouse Hunt,10,Mouse Hunt,10,10351,100,10351,100,1997,1997.0
4183,4183,The Apostle,11,The Apostle,11,10413,100,10413,100,1997,1997.0
4184,4184,Amistad,7,Amistad,7,10374,100,10374,100,1997,1997.0
4185,4185,Deconstructing Harry,20,Deconstructing Harry,20,10439,100,10439,100,1997,1997.0
4186,4186,Scream 2,8,Scream 2,8,10338,100,10338,100,1997,1997.0
4187,4187,Good Will Hunting,17,Good,4,10331,100,5411,100,1997,2008.0
4188,4188,Alien: Resurrection,19,Alien Resurrection,18,10367,97,10367,100,1997,1997.0
4189,4189,Flubber,7,Flubber,7,10342,100,10342,100,1997,1997.0
4190,4190,Midnight in the Garden of Good and Evil,39,The Garden,10,10406,95,4832,100,1997,2009.0
4191,4191,Mortal Kombat: Annihilation,27,Mortal Kombat: Annihilation,27,10385,100,10385,100,1997,1997.0
4192,4192,The Rainmaker,13,The Rainmaker (1997),20,10369,79,10369,100,1997,1997.0
4193,4193,The Man Who Knew Too Little,27,Little Man,10,10428,100,6237,100,1997,2006.0
4194,4194,The Jackal,10,The Jackal,10,10357,100,10357,100,1997,1997.0
4195,4195,Anastasia,9,Anastasia,9,10356,100,10356,100,1997,1997.0
4196,4196,Starship Troopers,17,Starship Troopers,17,10359,100,10359,100,1997,1997.0
4197,4197,Eve's Bayou,11,Eve's Bayou,11,10423,100,10423,100,1997,1997.0
4198,4198,Mad City,8,Mad City,8,10440,100,10440,100,1997,1997.0
4199,4199,Switchback,10,Switchback,10,10459,100,10459,100,1997,1997.0
4200,4200,Critical Care,13,Critical Care,13,10565,100,10565,100,1997,1997.0
4201,4201,Gattaca,7,Gattaca,7,10432,100,10432,100,1997,1997.0
4202,4202,Devil's Advocate,16,Devil,5,10353,89,3975,100,1997,2010.0
4203,4203,I Know What You Did Last Summer,31,I Still Know What You Did Last Summer,37,10344,100,10041,100,1997,1998.0
4204,4204,Boogie Nights,13,Boogie Nights,13,10403,100,10403,100,1997,1997.0
4205,4205,The Sweet Hereafter,19,Hereafter,9,10484,100,3976,100,1997,2010.0
4206,4206,Seven Years in Tibet,20,Seven Years in Tibet,20,10383,100,10383,100,1997,1997.0
4207,4207,Kiss the Girls,14,Kiss the Girls,14,10354,100,10354,100,1997,1997.0
4208,4208,The Ice Storm,13,Storm,5,10450,100,4867,100,1997,2009.0
4209,4209,Soul Food,9,Soul Food,9,10375,100,10375,100,1997,1997.0
4210,4210,The Peacemaker,14,The Peacemaker,14,10379,100,10379,100,1997,1997.0
4211,4211,L.A. Confidential,17,L.A. Confidential,17,10348,100,10348,100,1997,1997.0
4212,4212,In & Out,8,Out in the Dark,15,10349,100,2402,100,1997,2013.0
4213,4213,The Game,8,The Imitation Game,18,10365,100,1265,100,1997,2014.0
4214,4214,The Grimm Brothers' Snow White,30,Brothers,8,5389,61,4521,100,1997,2009.0
4215,4215,G.I. Jane,9,G,1,10366,100,6974,100,1997,2005.0
4216,4216,Sunday,6,"Like Sunday, Like Rain",22,5021,67,1015,100,1997,2015.0
4217,4217,Money Talks,11,Money Talks,11,10381,100,10381,100,1997,1997.0
4218,4218,Steel,5,Man of Steel,12,10502,100,1936,100,1997,2013.0
4219,4219,Cop Land,8,Cop Land,8,10372,100,10372,100,1997,1997.0
4220,4220,Event Horizon,13,Event Horizon,13,10401,100,10401,100,1997,1997.0
4221,4221,The Full Monty,14,The Full Monty,14,10368,100,10368,100,1997,1997.0
4222,4222,Conspiracy Theory,17,Conspiracy Theory,17,10343,100,10343,100,1997,1997.0
4223,4223,Def Jam's How To Be a Player,28,Def Jam's How to Be a Player,28,10427,96,10427,100,1997,1997.0
4224,4224,Air Bud,7,Air Bud: Golden Receiver,24,10409,100,10114,100,1997,1998.0
4225,4225,In the Company of Men,21,The Company Men,15,10487,100,3445,100,1997,2011.0
4226,4226,Spawn,5,Spawn,5,10358,100,10358,100,1997,1997.0
4227,4227,Air Force One,13,Air Force One,13,10329,100,10329,100,1997,1997.0
4228,4228,Nothing To Lose,15,Nothing to Lose,15,10373,93,10373,100,1997,1997.0
4229,4229,George Of The Jungle,20,Jungle,6,10337,90,9558,100,1997,2000.0
4230,4230,A Simple Wish,13,A Simple Wish,13,10449,100,10449,100,1997,1997.0
4231,4231,Contact,7,Contact,7,10340,100,10340,100,1997,1997.0
4232,4232,Men in Black,12,Black,5,10326,100,7023,100,1997,2005.0
4233,4233,Face/Off,8,Face,4,10335,100,7689,100,1997,2004.0
4234,4234,Batman & Robin,14,Batman and Robin,16,10336,87,10336,100,1997,1997.0
4235,4235,My Best Friend's Wedding,24,My Best Friend's Wedding (2016),31,10333,100,282,100,1997,2016.0
4236,4236,Dream With The Fishes,21,Dream with the Fishes,21,10533,90,10533,100,1997,1997.0
4237,4237,The Last Time I Committed Suicide,33,Time,4,10596,100,6064,100,1997,2007.0
4238,4238,Ulee's Gold,11,Ulee's Gold,11,10447,100,10447,100,1997,1997.0
4239,4239,Hercules,8,Hercules (2014),15,10341,100,1275,100,1997,2014.0
4240,4240,Speed 2: Cruise Control,23,Control,7,10364,100,5803,100,1997,2007.0
4241,4241,Con Air,7,Con Air,7,10339,100,10339,100,1997,1997.0
4242,4242,The Lost World: Jurassic Park,29,Jurassic World,14,10327,100,529,100,1997,2015.0
4243,4243,The Fifth Element,17,The Fifth Element,17,10350,100,10350,100,1997,1997.0
4244,4244,Father's Day,12,Father's Day,12,10397,100,10397,100,1997,1997.0
4245,4245,Austin Powers: International Man of Mystery,43,Austin Powers: International Man of Mystery,43,10360,100,10360,100,1997,1997.0
4246,4246,Warriors of Virtue,18,Warriors of Virtue,18,10458,100,10458,100,1997,1997.0
4247,4247,Breakdown,9,Broken Circle Breakdown,23,10361,100,2228,100,1997,2013.0
4248,4248,Volcano,7,Volcano,7,10363,100,10363,100,1997,1997.0
4249,4249,8 Heads in a Duffel Bag,23,8 Heads in a Duffel Bag,23,10477,100,10477,100,1997,1997.0
4250,4250,McHale's Navy,13,McHale's Navy,13,10471,100,10471,100,1997,1997.0
4251,4251,Grosse Pointe Blank,19,Grosse Pointe Blank,19,10398,100,10398,100,1997,1997.0
4252,4252,Pink Flamingos,14,The Flamingo Kid,16,13604,60,13604,67,1997,1984.0
4253,4253,Anaconda,8,Anaconda,8,10347,100,10347,100,1997,1997.0
4254,4254,The Saint,9,The Masked Saint,16,10352,100,223,100,1997,2016.0
4255,4255,Chasing Amy,11,Amy,3,10434,100,657,100,1997,2015.0
4256,4256,Love and Other Catastrophes,27,Love and Other Catastrophes,27,10556,100,10556,100,1997,1997.0
4257,4257,The Devil's Own,15,Devil,5,10377,100,3975,100,1997,2010.0
4258,4258,Cats Don't Dance,16,Don,3,10479,100,6390,100,1997,2006.0
4259,4259,Selena,6,Selena,6,10386,100,10386,100,1997,1997.0
4260,4260,Liar Liar,9,An Honest Liar,14,10328,100,859,100,1997,2015.0
4261,4261,Love Jones,10,Love Jones,10,10433,100,10433,100,1997,1997.0
4262,4262,Donnie Brasco,13,Donnie Brasco,13,10378,100,10378,100,1997,1997.0
4263,4263,Smilla's Sense of Snow,22,Smilla's Sense of Snow,22,10492,100,10492,100,1997,1997.0
4264,4264,Kama Sutra,10,Kama Sutra: A Tale of Love,26,6510,62,10474,100,1997,1997.0
4265,4265,Blood and Wine,14,Blood and Wine,14,10509,100,10509,100,1997,1997.0
4266,4266,Absolute Power,14,Absolute Power,14,10362,100,10362,100,1997,1997.0
4267,4267,Dante's Peak,12,Dante's Peak,12,10346,100,10346,100,1997,1997.0
4268,4268,Waiting for Guffman,19,Waiting...,10,10486,100,6922,100,1997,2005.0
4269,4269,Shadow Conspiracy,17,Shadow Conspiracy,17,10494,100,10494,100,1997,1997.0
4270,4270,Prefontaine,11,Prefontaine,11,10530,100,10530,100,1997,1997.0
4271,4271,Albino Alligator,16,Albino Alligator,16,10547,100,10547,100,1997,1997.0
4272,4272,The Relic,9,The Relic,9,10388,100,10388,100,1997,1997.0
4273,4273,Turbulence,10,Turbulence,10,10435,100,10435,100,1997,1997.0
4274,4274,Silent Trigger,14,Silent Rage,11,11460,74,13958,80,1996,1982.0
4275,4275,Evita,5,Evita,5,10659,100,10659,100,1996,1996.0
4276,4276,Hamlet,6,Hamlet 2,8,5116,86,5116,100,1996,2008.0
4277,4277,Marvin's Room,13,Room,4,10739,100,638,100,1996,2015.0
4278,4278,Ghosts of Mississippi,21,Ghosts of Mississippi,21,10736,100,10736,100,1996,1996.0
4279,4279,My Fellow Americans,19,My Fellow Americans,19,10698,100,10698,100,1996,1996.0
4280,4280,Scream,6,Scream 4,8,10640,100,3364,100,1996,2011.0
4281,4281,Beavis and Butt-head Do America,31,Beavis and Butt-Head Do America,31,10648,97,10648,100,1996,1996.0
4282,4282,Jerry Maguire,13,Jerry Maguire,13,10631,100,10631,100,1996,1996.0
4283,4283,Mars Attacks!,13,Mars Attacks!,13,10666,100,10666,100,1996,1996.0
4284,4284,Everyone Says I Love You,24,You I Love,10,10755,100,7732,100,1996,2004.0
4285,4285,Daylight,8,Daylight (2011),15,10675,100,3856,100,1996,2011.0
4286,4286,Jingle All the Way,18,The Way,7,10649,100,3447,100,1996,2011.0
4287,4287,Star Trek: First Contact,24,Star Trek,9,10644,100,4431,100,1996,2009.0
4288,4288,Shine,5,Shine a Light,13,10668,100,5114,100,1996,2008.0
4289,4289,Sling Blade,11,Blade,5,10695,100,10017,100,1996,1998.0
4290,4290,The Mirror Has Two Faces,24,Mirror Mirror,13,10663,100,2668,100,1996,2012.0
4291,4291,The English Patient,19,The English Patient,19,10646,100,10646,100,1996,1996.0
4292,4292,Space Jam,9,Space Jam,9,10645,100,10645,100,1996,1996.0
4293,4293,Ransom,6,King's Ransom,13,10632,100,6964,100,1996,2005.0
4294,4294,Set It Off,10,Set It Off,10,10667,100,10667,100,1996,1996.0
4295,4295,Romeo+Juliet,12,Romeo and Juliet (2013),23,10661,92,2138,100,1996,2013.0
4296,4296,The Funeral,11,The Funeral,11,10823,100,10823,100,1996,1996.0
4297,4297,Thinner,7,Stephen King's Thinner,22,1131,82,10726,100,1996,1996.0
4298,4298,Swingers,8,Swingers,8,10782,100,10782,100,1996,1996.0
4299,4299,Sleepers,8,Winter Sleepers,15,10656,100,9482,100,1996,2000.0
4300,4300,Get on the Bus,14,Get on the Bus,14,10769,100,10769,100,1996,1996.0
4301,4301,The Long Kiss Goodnight,23,The Long Kiss Goodnight,23,10673,100,10673,100,1996,1996.0
4302,4302,The Ghost and the Darkness,26,The Darkness,12,10665,100,92,100,1996,2016.0
4303,4303,Michael Collins,15,Michael,7,10747,100,10643,100,1996,1996.0
4304,4304,Trees Lounge,12,Trees Lounge,12,10839,100,10839,100,1996,1996.0
4305,4305,Crash,5,Crash,5,6841,100,6841,100,1996,2005.0
4306,4306,The Glimmer Man,15,The Man,7,10708,100,6944,100,1996,2005.0
4307,4307,Bound,5,Homeward Bound II: Lost in San Francisco,40,10788,100,10676,100,1996,1996.0
4308,4308,That Thing You Do!,18,That Thing You Do!,18,10687,100,10687,100,1996,1996.0
4309,4309,Secrets & Lies,14,Secrets & Lies,14,10735,100,10735,100,1996,1996.0
4310,4310,Extreme Measures,16,Extreme Measures,16,10719,100,10719,100,1996,1996.0
4311,4311,When The Cat's Away,19,When the Cat's Away,19,10505,95,10505,100,1996,1997.0
4312,4312,Last Man Standing,17,Last Man Standing,17,10717,100,10717,100,1996,1996.0
4313,4313,The First Wives Club,20,The Club,8,10638,100,312,100,1996,2016.0
4314,4314,Maximum Risk,12,Maximum Risk,12,10731,100,10731,100,1996,1996.0
4315,4315,Bogus,5,Bogus,5,10784,100,10784,100,1996,1996.0
4316,4316,Freeway,7,Freeway,7,10868,100,10868,100,1996,1996.0
4317,4317,The Island of Dr. Moreau,24,The Island,10,10682,100,6868,100,1996,2005.0
4318,4318,She's the One,13,The One,7,10756,100,8929,100,1996,2001.0
4319,4319,Kansas City,11,Kansas City,11,10819,100,10819,100,1996,1996.0
4320,4320,Tin Cup,7,Tin Cup,7,10655,100,10655,100,1996,1996.0
4321,4321,The Fan,7,Fan,3,10716,100,136,100,1996,2016.0
4322,4322,Jack,4,Jack Ryan: Shadow Recruit,25,10652,100,1294,100,1996,2014.0
4323,4323,Basquiat,8,Jean-Michel Basquiat: The Radiant Child,39,10797,100,4156,100,1996,2010.0
4324,4324,Escape from L.A.,16,Escape From L.A.,16,10690,94,10690,100,1996,1996.0
4325,4325,Chain Reaction,14,Chain Reaction,14,10704,100,10704,100,1996,1996.0
4326,4326,Emma,4,Emma Smith: My Story,20,10699,100,5175,100,1996,2008.0
4327,4327,Kingpin,7,Kingpin,7,10692,100,10692,100,1996,1996.0
4328,4328,The Adventures of Pinocchio,27,Pinocchio,9,10727,100,8579,100,1996,2002.0
4329,4329,Stonewall,9,Stonewall (2015),16,10841,100,854,100,1996,2015.0
4330,4330,A Time to Kill,14,Time,4,10637,100,6064,100,1996,2007.0
4331,4331,Fled,4,Fled,4,10721,100,10721,100,1996,1996.0
4332,4332,Trainspotting,13,Trainspotting,13,10724,100,10724,100,1996,1996.0
4333,4333,Multiplicity,12,Multiplicity,12,10705,100,10705,100,1996,1996.0
4334,4334,Walking and Talking,19,Walking and Talking,19,10822,100,10822,100,1996,1996.0
4335,4335,Les Visiteurs,13,Les Couloirs du Temps: Les Visiteurs 2,38,10846,100,10254,100,1996,1998.0
4336,4336,Courage Under Fire,18,Courage Under Fire,18,10651,100,10651,100,1996,1996.0
4337,4337,Harriet the Spy,15,Spy,3,10685,100,554,100,1996,2015.0
4338,4338,Phenomenon,10,Phenomenon,10,10639,100,10639,100,1996,1996.0
4339,4339,Independence Day,16,Independence Day: Resurgence,28,10628,100,17,100,1996,2016.0
4340,4340,The Nutty Professor,19,The Nutty Professor II: The Klumps,34,10635,84,9245,100,1996,2000.0
4341,4341,Striptease,10,Striptease,10,10674,100,10674,100,1996,1996.0
4342,4342,The Hunchback of Notre Dame,27,The Hunchback of Notre Dame,27,10642,100,10642,100,1996,1996.0
4343,4343,Eraser,6,Eraser,6,10641,100,10641,100,1996,1996.0
4344,4344,Lone Star,9,Lone Star,9,10742,100,10742,100,1996,1996.0
4345,4345,The Cable Guy,13,Larry the Cable Guy: Health Inspector,37,10650,100,6316,100,1996,2006.0
4346,4346,The Phantom,11,Phantom of the Theatre,22,10720,100,328,100,1996,2016.0
4347,4347,The Rock,8,Rock The Kasbah,15,10634,100,695,100,1996,2015.0
4348,4348,Dragonheart,11,Dragonheart,11,10657,100,10657,100,1996,1996.0
4349,4349,Spy Hard,8,Spy,3,10683,100,554,100,1996,2015.0
4350,4350,Mission: Impossible,19,Mission: Impossible - Rogue Nation,34,10630,100,538,100,1996,2015.0
4351,4351,Flipper,7,Flipper,7,10712,100,10712,100,1996,1996.0
4352,4352,Twister,7,L.A. Twister,12,10629,100,7741,100,1996,2004.0
4353,4353,Welcome to the Dollhouse,24,Welcome to the Dollhouse,24,10781,100,10781,100,1996,1996.0
4354,4354,The Pallbearer,14,The Pallbearer,14,10773,100,10773,100,1996,1996.0
4355,4355,The Craft,9,The Craft,9,10693,100,10693,100,1996,1996.0
4356,4356,Le hussard sur le toit,22,Sur le Seuil,12,6179,51,8078,67,1996,2003.0
4357,4357,Mrs. Winterbourne,17,Mrs. Winterbourne,17,10753,100,10753,100,1996,1996.0
4358,4358,Faithful,8,Faithful,8,10805,100,10805,100,1996,1996.0
4359,4359,A Thin Line Between Love & Hate,31,A Thin Line Between Love and Hate,33,10670,94,10670,100,1996,1996.0
4360,4360,Bang,4,Bang Bang,9,10371,75,1405,100,1996,2014.0
4361,4361,Sgt. Bilko,10,Sgt. Bilko,10,10680,100,10680,100,1996,1996.0
4362,4362,Girl 6,6,Girl 6,6,10777,100,10777,100,1996,1996.0
4363,4363,Flirting with Disaster,22,Flirting with Disaster,22,10729,100,10729,100,1996,1996.0
4364,4364,Executive Decision,18,Executive Decision,18,10653,100,10653,100,1996,1996.0
4365,4365,Fargo,5,Fargo,5,10694,100,10694,100,1996,1996.0
4366,4366,Up Close & Personal,19,Up,2,10658,90,4429,100,1996,2009.0
4367,4367,Mary Reilly,11,Mary Reilly,11,10771,100,10771,100,1996,1996.0
4368,4368,Unforgettable,13,Unforgettable,13,10798,100,10798,100,1996,1996.0
4369,4369,Rumble in the Bronx,19,Rumble in the Bronx,19,10678,100,10678,100,1996,1996.0
4370,4370,Bottle Rocket,13,Bottle Rocket,13,10851,100,10851,100,1996,1996.0
4371,4371,City Hall,9,City Hall,9,10709,100,10709,100,1996,1996.0
4372,4372,Happy Gilmore,13,"Happy, Happy",12,10664,100,3701,100,1996,2011.0
4373,4373,Broken Arrow,12,Broken Arrow (1996),19,2805,77,10647,100,1996,1996.0
4374,4374,White Squall,12,White Squall,12,10750,100,10750,100,1996,1996.0
4375,4375,The Juror,9,The Juror,9,10697,100,10697,100,1996,1996.0
4376,4376,From Dusk Till Dawn,19,From Dusk Till Dawn,19,10688,100,10688,100,1996,1996.0
4377,4377,Eye for an Eye,14,An Eye for Beauty,17,10684,100,1106,100,1996,2015.0
4378,4378,Men of War,10,WAR,3,9282,73,5655,100,1995,2007.0
4379,4379,Richard III,11,Richard III,11,11112,100,11112,100,1995,1995.0
4380,4380,Restoration,11,Howards End (2016 Restoration),30,11094,100,233,100,1995,2016.0
4381,4381,Mr. Holland's Opus,18,Mr. Holland's Opus,18,10952,100,10952,100,1995,1995.0
4382,4382,Dead Man Walking,16,Dead Man,8,10980,100,10826,100,1995,1996.0
4383,4383,Twelve Monkeys,14,Twelve,6,4802,81,4176,100,1995,2010.0
4384,4384,Four Rooms,10,Four Rooms,10,11089,100,11089,100,1995,1995.0
4385,4385,Cutthroat Island,16,Cutthroat Island,16,11055,100,11055,100,1995,1995.0
4386,4386,Nixon,5,Elvis & Nixon,13,11038,100,161,100,1995,2016.0
4387,4387,Sabrina,7,Sabrina,7,10971,100,10971,100,1995,1995.0
4388,4388,Jumanji,7,Jumanji,7,10945,100,10945,100,1995,1995.0
4389,4389,Othello,7,Othello (2014 re-release),25,11108,100,1715,100,1995,2014.0
4390,4390,Sense and Sensibility,21,Sense and Sensibility,21,10977,100,10977,100,1995,1995.0
4391,4391,Things to Do in Denver when You're Dead,39,Things to Do in Denver When You're Dead,39,11158,97,11158,100,1995,1995.0
4392,4392,Money Train,11,Money Train,11,10988,100,10988,100,1995,1995.0
4393,4393,Toy Story,9,Toy Story 3,11,10939,100,3889,100,1995,2010.0
4394,4394,Casino,6,Casino Jack,11,10978,100,4082,100,1995,2010.0
4395,4395,Goldeneye,9,GoldenEye,9,10944,89,10944,100,1995,1995.0
4396,4396,The American President,22,The President,13,10967,100,465,100,1995,2016.0
4397,4397,Ace Ventura: When Nature Calls,30,Nature Calls,12,10943,100,3280,100,1995,2012.0
4398,4398,Fair Game,9,Fair Game (2010),16,4022,72,4022,100,1995,2010.0
4399,4399,Home for the Holidays,21,Home for the Holidays,21,11026,100,11026,100,1995,1995.0
4400,4400,Leaving Las Vegas,17,Leaving,7,10994,100,4181,100,1995,2010.0
4401,4401,Vampire in Brooklyn,19,Brooklyn,8,11020,100,597,100,1995,2015.0
4402,4402,Copycat,7,Copycat,7,10993,100,10993,100,1995,1995.0
4403,4403,Mallrats,8,Mallrats,8,11121,100,11121,100,1995,1995.0
4404,4404,Get Shorty,10,Get Shorty,10,10957,100,10957,100,1995,1995.0
4405,4405,Jade,4,The Curse of the Jade Scorpion,30,11057,100,9005,100,1995,2001.0
4406,4406,The Scarlet Letter,18,The Scarlet Letter,18,11054,100,11054,100,1995,1995.0
4407,4407,Assassins,9,13 Assassins,12,10997,100,3507,100,1995,2011.0
4408,4408,Halloween: The Curse of Michael Myers,37,Michael,7,11034,100,10643,100,1995,1996.0
4409,4409,To Die For,10,After Dark's Horror Fest: 8 Films to Die For,44,11016,100,6386,100,1995,2006.0
4410,4410,Se7en,5,Seven,5,10947,80,10947,80,1995,1995.0
4411,4411,Showgirls,9,Showgirls,9,11018,100,11018,100,1995,1995.0
4412,4412,The Princess and the Cobbler,28,The Princess and the Frog,25,11390,87,4456,86,1995,2009.0
4413,4413,Desperado,9,Desperado,9,11004,100,11004,100,1995,1995.0
4414,4414,Mortal Kombat,13,Mortal Kombat: Annihilation,27,10960,100,10385,100,1995,1997.0
4415,4415,The Usual Suspects,18,The Usual Suspects,18,11013,100,11013,100,1995,1995.0
4416,4416,The Brothers McMullen,21,Brothers,8,11053,100,4521,100,1995,2009.0
4417,4417,Virtuosity,10,Virtuosity,10,11008,100,11008,100,1995,1995.0
4418,4418,Babe,4,Babe: Pig in the City,21,10966,100,10080,100,1995,1998.0
4419,4419,The Net,7,The Net,7,10973,100,10973,100,1995,1995.0
4420,4420,Waterworld,10,Waterworld,10,10950,100,10950,100,1995,1995.0
4421,4421,Kids,4,Kids For Cash,13,11071,100,1570,100,1995,2014.0
4422,4422,Under Siege 2: Dark Territory,29,Under Siege 2: Dark Territory,29,10974,100,10974,100,1995,1995.0
4423,4423,The Indian in the Cupboard,26,The Indian in the Cupboard,26,10987,100,10987,100,1995,1995.0
4424,4424,Species,7,Species II,10,10968,100,10077,100,1995,1998.0
4425,4425,First Knight,12,First Knight,12,10984,100,10984,100,1995,1995.0
4426,4426,Clueless,8,Clueless,8,10970,100,10970,100,1995,1995.0
4427,4427,Apollo 13,9,Apollo 13: The IMAX Experience (IMAX),37,10941,100,8598,100,1995,2002.0
4428,4428,Judge Dredd,11,Dredd,5,10990,100,2746,100,1995,2012.0
4429,4429,The Incredibly True Adventure of Two Girls in Love,50,Two Girls in Love,17,12273,59,11119,100,1995,1995.0
4430,4430,Batman Forever,14,Forever,7,10940,100,6025,100,1995,2007.0
4431,4431,Pocahontas,10,Pocahontas,10,10942,100,10942,100,1995,1995.0
4432,4432,Congo,5,"Congo: White King, Red Rubber, Black Death",42,10954,100,7297,100,1995,2005.0
4433,4433,The Bridges of Madison County,29,Madison,7,10959,100,7043,100,1995,2005.0
4434,4434,Casper,6,Casper,6,10946,100,10946,100,1995,1995.0
4435,4435,Tales from the Hood,19,Tales from the Hood,19,11046,100,11046,100,1995,1995.0
4436,4436,Braveheart,10,Braveheart,10,10956,100,10956,100,1995,1995.0
4437,4437,Die Hard: With a Vengeance,26,Die Hard: With A Vengeance,26,10948,96,10948,100,1995,1995.0
4438,4438,The Perez Family,16,The Perez Family,16,11109,100,11109,100,1995,1995.0
4439,4439,Crimson Tide,12,Crimson Tide,12,10949,100,10949,100,1995,1995.0
4440,4440,Friday,6,Friday the 13th (2009),22,11000,100,4476,100,1995,2009.0
4441,4441,Kiss of Death,13,Kiss of Death,13,11036,100,11036,100,1995,1995.0
4442,4442,Bad Boys,8,Bad Boys II,11,10965,100,7899,100,1995,2003.0
4443,4443,Rob Roy,7,Rob Roy,7,10995,100,10995,100,1995,1995.0
4444,4444,Don Juan DeMarco,16,Don,3,11014,91,6390,100,1995,2006.0
4445,4445,Jefferson in Paris,18,Paris,5,11116,100,4622,100,1995,2009.0
4446,4446,Outbreak,8,Outbreak,8,10962,100,10962,100,1995,1995.0
4447,4447,Tank Girl,9,Tank Girl,9,11092,100,11092,100,1995,1995.0
4448,4448,The Quick and the Dead,22,The Quick and the Dead,22,11023,100,11023,100,1995,1995.0
4449,4449,The Jerky Boys,14,The Boys,8,11069,100,9975,100,1995,1999.0
4450,4450,Before Sunrise,14,Before Sunrise,14,11083,100,11083,100,1995,1995.0
4451,4451,Highlander III: The Sorcerer,28,Highlander,10,12043,68,13270,100,1995,1986.0
4452,4452,Tales from the Crypt: Demon Knight,34,Demon,5,4372,65,301,100,1995,2016.0
4453,4453,There Goes My Baby,18,There Goes My Baby,18,11447,100,11447,100,1994,1994.0
4454,4454,The Jungle Book,15,The Jungle Book (2016),22,7950,94,3,100,1994,2016.0
4455,4455,Street Fighter,14,Street Fighter: The Legend of Chun-Li,37,11260,100,4572,100,1994,2009.0
4456,4456,Legends of the Fall,19,The Fall,8,11236,100,5141,100,1994,2008.0
4457,4457,Little Women,12,Little Women (1994),19,10262,82,11245,100,1994,1994.0
4458,4458,Ri¢hie Ri¢h,11,Richie Rich,11,11256,82,11256,90,1994,1994.0
4459,4459,Dumb & Dumber,13,Dumb and Dumber To,18,11224,86,1266,100,1994,2014.0
4460,4460,Disclosure,10,Disclosure,10,11232,100,11232,100,1994,1994.0
4461,4461,A Low Down Dirty Shame,22,Low Down,8,11266,100,1653,100,1994,2014.0
4462,4462,Léon,4,Clown,5,4377,67,308,75,1994,2016.0
4463,4463,Star Trek: Generations,22,Star Trek,9,11233,100,4431,100,1994,2009.0
4464,4464,Heavenly Creatures,18,Heavenly Creatures,18,11377,100,11377,100,1994,1994.0
4465,4465,Interview with the Vampire: The Vampire Chronicles,50,Interview,9,11229,68,5831,100,1994,2007.0
4466,4466,The Santa Clause,16,The Santa Clause 3: The Escape Clause,37,11222,100,6208,100,1994,2006.0
4467,4467,Frankenstein,12,Victor Frankenstein,19,1337,89,673,100,1994,2015.0
4468,4468,Stargate,8,Stargate,8,11235,100,11235,100,1994,1994.0
4469,4469,Bullets Over Broadway,21,Bullets Over Broadway,21,11315,100,11315,100,1994,1994.0
