,mID,mName,mYrank,mStudio,openWkdate,DURrelease,openDTheatre,openDGross,totalDTheatre,PD_budget,totalDGross,W_gross,F_gross,Genre,mv_runtime,mv_Dir,mv_Prod,mv_Comp,OscarNom,OscarInfoURL
126,10daysinamadhouse,10 Days in a Madhouse,547,cafe,2015-11-11,12.0,1.0,4868.46,10.0,13784228.01179136,16459.989919962623,16459.989919962623,0.0,Drama,111.0,,,,0,
127,bond24,Spectre,10,sony,2015-11-06,154.0,3929.0,71811210.96000001,3929.0,344605700.29478395,225316016.95024896,990596026.6809127,765280009.7306638,Action,148.0,['Sam Mendes'],,['Thomas Newman'],1,/oscar/movies/?id=bond24.htm
128,peanuts2015,The Peanuts Movie,24,fox,2015-11-06,147.0,3897.0,45097334.46,3902.0,113719881.09727873,146602034.26770332,275660247.51535773,129058213.24765441,Animation,93.0,,,['Christophe Beck'],0,
129,spotlight,Spotlight,62,openroads,2015-11-06,182.0,5.0,300909.18,1227.0,22973713.3529856,50740121.701976866,101587413.52442059,50847291.82244372,Drama,128.0,['Tom McCarthy'],,['Howard Shore'],1,/oscar/movies/?id=spotlight.htm
130,brooklyn,Brooklyn,70,foxsearchlight,2015-11-04,205.0,5.0,191026.62,962.0,12635542.344142081,43157632.969712526,69907817.12713319,26750184.157420665,Drama,111.0,['John Crowley'],,['Michael Brook'],1,/oscar/movies/?id=brooklyn.htm
131,ourbrandiscrisis20115,Our Brand Is Crisis (2015),139,warnerbros,2015-10-30,49.0,2202.0,3303201.66,2202.0,32163198.694179844,7885683.188077956,9676474.008481411,1790790.8204034548,Comedy / Drama,108.0,['David Gordon Green'],,,0,
132,adamjones,Burnt,115,weinsteincompany,2015-10-30,105.0,3003.0,5102571.42,3003.0,22973713.3529856,15374308.53502149,36749684.34191891,21375375.806897417,Comedy,100.0,['John Wells'],,,0,
133,kitchensink,Freaks of Nature,409,sony,2015-10-30,14.0,107.0,43567.26,107.0,37906627.032426246,0.0,0.0,0.0,Comedy,92.0,,,,0,
134,paranormalactivity2014,Paranormal Activity: The Ghost Dimension,104,paramount,2015-10-23,33.0,1656.0,8231902.86,1656.0,11486856.6764928,20605533.429413397,87949403.0626592,67343869.63324581,Horror,95.0,,['Jason Blum'],,0,
135,jemandtheholograms,Jem and the Holograms,181,universal,2015-10-23,14.0,2413.0,1402826.4000000001,2417.0,5743428.3382464,2460259.467620905,2667807.823004002,207548.3553830972,Musical,118.0,['Jon Chu'],,,0,
136,goosebumps,Goosebumps,38,sony,2015-10-16,126.0,3501.0,24090927.12,3618.0,66623768.72365824,90171214.53043725,178116987.97161916,87945773.44118191,Horror Comedy,103.0,['Rob Letterman'],,['Danny Elfman'],0,
137,coldwar2015,Bridge of Spies,42,buenavista,2015-10-16,147.0,2811.0,15678627.06,2873.0,45947426.7059712,81437032.15070176,181890719.94905058,100453687.79834881,Thriller,140.0,['Steven Spielberg'],,['Thomas Newman'],1,/oscar/movies/?id=coldwar2015.htm
138,crimsonpeak,Crimson Peak,83,universal,2015-10-16,42.0,2984.0,13406176.200000001,2991.0,63177711.720710404,35012749.98689193,83850599.79825756,48837849.81136563,Horror,119.0,['Guillermo del Toro'],,,0,
139,pan,Pan,73,warnerbros,2015-10-09,91.0,3515.0,15621743.700000001,3515.0,172302850.14739197,39515147.339109406,139518370.1697526,100003222.83064319,Fantasy,111.0,['Joe Wright'],['Greg Berlanti'],,0,
140,jobs2015,Steve Jobs,105,universal,2015-10-09,63.0,4.0,531952.4400000001,2493.0,34460570.02947841,20008142.555516098,39870100.219712384,19861957.664196286,Drama,122.0,['Danny Boyle'],['Scott Rudin'],['Daniel Pemberton'],1,/oscar/movies/?id=jobs2015.htm
141,trash,Trash,530,focusworld,2015-10-09,7.0,17.0,10434.6,17.0,13784228.01179136,19689.823738411782,7379951.799646976,7360261.975908564,Adventure Comedy,114.0,,,,0,
142,scott2016,The Martian,8,fox,2015-10-02,168.0,3831.0,55394746.5,3854.0,124058052.10612224,257253406.5654173,720806859.1401875,463553452.5747702,Sci-Fi,141.0,['Ridley Scott'],,['Harry Gregson-Williams'],1,/oscar/movies/?id=scott2016.htm
143,shanghai,Shanghai,444,weinsteincompany,2015-10-02,14.0,103.0,27136.08,103.0,57434283.38246401,52282.09031433121,12678398.455007173,12626116.364692843,Period Drama,104.0,['Mikael Hafstrom'],['Barry Mendel'],,0,
144,freeheld,Freeheld,248,lionsgate,2015-10-02,42.0,5.0,38742.66,148.0,8040799.673544961,615111.0395644162,1950770.0751968403,1335659.035632424,Drama,103.0,['Peter Sollett'],,['Hans Zimmer'],0,
145,clouds2015,The Walk,127,tristar,2015-09-30,40.0,448.0,1591504.98,2509.0,40203998.3677248,11416473.777613638,68891143.5967573,57474669.81914365,Adventure,123.0,['Robert Zemeckis'],['Robert Zemeckis'],['Alan Silvestri'],0,
146,meyouandfivebucks,Me You and Five Bucks,677,indican,2015-09-25,21.0,2.0,879.24,2.0,1723028.50147392,2370.5718925507203,2370.5718925507203,0.0,Comedy,93.0,,,,0,
147,greeninferno,The Green Inferno,138,hightop,2015-09-25,42.0,1540.0,3591038.52,1543.0,1148685.6676492798,8099687.832610694,14563047.029919349,6463359.197308655,Horror,100.0,['Eli Roth'],,,0,
148,intern,The Intern,41,warnerbros,2015-09-25,105.0,3305.0,18082879.26,3320.0,45947426.7059712,85323326.31426343,222116092.879493,136792766.56522956,Comedy,121.0,['Nancy Meyers'],,,0,
149,hoteltransylvania2,Hotel Transylvania 2,16,sony,2015-09-25,161.0,3754.0,49433608.44,3768.0,91894853.4119424,191109886.426967,530321033.3655308,339211146.9385638,Animation,89.0,['Genndy Tartakovsky'],,['Mark Mothersbaugh'],0,
150,lanavajadedonjuan,La Navaja de Don Juan,653,indican,2015-10-09,17.0,2.0,2376.6,2.0,1378422.8011791361,4790.6949315490565,4790.6949315490565,0.0,Comedy,102.0,,,,0,
151,mazerunner2,Maze Runner: The Scorch Trials,36,fox,2015-09-18,126.0,3791.0,30922840.2,3792.0,70069825.72660609,92004307.38979554,349895501.4012516,257891194.01145607,Action / Adventure,131.0,['Wes Ball'],,['John Paesano'],0,
152,whiteybulger15,Black Mass,49,warnerbros,2015-09-18,77.0,3188.0,23087737.740000002,3188.0,60880340.38541185,70470376.92356507,111307497.04642557,40837120.12286049,Crime Drama,122.0,['Scott Cooper'],,['Junkie XL'],0,
153,sicario,Sicario,60,lionsgate,2015-09-18,119.0,6.0,409313.76,2620.0,34460570.02947841,52804959.64245854,88484537.42569472,35679577.783236176,Action Drama,121.0,['Denis Villeneuve'],[],,1,/oscar/movies/?id=sicario.htm
154,perfectguy,The Perfect Guy,51,screengems,2015-09-11,84.0,2221.0,26405917.080000002,2230.0,20676342.017687038,64211420.71000251,67867958.59527321,3656537.8852707,Thriller,100.0,,,,0,
155,90minutesinheaven,90 Minutes in Heaven,149,samuelgoldwyn,2015-09-11,52.0,878.0,2075978.46,899.0,5743428.3382464,5423758.12623896,5423758.12623896,0.0,Drama,121.0,['Michael Polish'],,,0,
156,blumhouse2015,The Visit,47,universal,2015-09-11,,3069.0,25936111.2,3148.0,5743428.3382464,73326709.96636595,110720409.43250214,37393699.46613619,Horror,94.0,['M. Night Shyamalan'],,,0,
157,beforewego,Before We Go,464,radiustwc,2015-09-04,28.0,21.0,19002.6,21.0,3446057.00294784,41838.06003807688,410033.48452918394,368195.42449110706,Comedy / Drama,96.0,['Chris Evans'],,,0,
158,transporter4,The Transporter Refueled,110,europacorp,2015-09-04,77.0,3434.0,7502734.44,3434.0,25271084.688284162,18052011.94720357,78491825.74825983,60439813.80105626,Action,96.0,['Camille Delamarre'],,,0,
159,weareyourfriends,We Are Your Friends,160,warnerbros,2015-08-28,28.0,2333.0,1802654.16,2333.0,2297371.3352985596,4044518.8573058574,11448802.522183452,7404283.664877594,Drama,96.0,,,,0,
160,warroom2015,War Room,45,tristar,2015-08-28,108.0,1135.0,11578416.78,1945.0,3446057.00294784,76342682.16290963,83308134.1178726,6965451.954962969,Drama,120.0,['Alex Kendrick'],,,0,
161,windsordrive,Windsor Drive,665,indican,2015-08-28,7.0,2.0,2203.2,2.0,976382.817501888,3666.784837123584,3666.784837123584,0.0,Thriller,83.0,,,,0,
162,coup,No Escape,88,weinsteincompany,2015-08-26,93.0,3355.0,8273489.28,3415.0,5743428.3382464,30731702.110505633,44097508.98006914,13365806.869563505,Action,101.0,['John Erick Dowdle'],['Drew Dowdle'],,0,
163,sinister2,Sinister 2,86,focus,2015-08-21,70.0,2766.0,10752958.32,2799.0,11486856.6764928,31240820.995493762,60930144.9184038,29689323.922910035,Horror,97.0,,['Jason Blum'],,0,
164,topspin,Top Spin,621,firstrun,2015-08-21,70.0,1.0,2220.54,4.0,172302.85014739202,6597.059452048513,6597.059452048513,0.0,Documentary,80.0,,,,0,
165,hitman47,Hitman: Agent 47,97,fox,2015-08-21,56.0,3261.0,8493060.6,3273.0,40203998.3677248,25301997.846692957,92308661.79290096,67006663.94620801,Action / Adventure,96.0,,,,0,
166,uncle,The Man From U.N.C.L.E.,61,warnerbros,2015-08-14,70.0,3638.0,13689456.72,3673.0,86151425.07369599,51178573.89515618,118748319.0509962,67569745.15584001,Action,116.0,['Guy Ritchie'],,['Daniel Pemberton'],0,
167,straightouttacompton,Straight Outta Compton,19,universal,2015-08-14,,2757.0,61404183.6,3142.0,32163198.694179844,181378238.34307852,227335621.45099846,45957383.10791993,Drama,147.0,['F. Gary Gray'],,,1,/oscar/movies/?id=straightouttacompton.htm
168,fantasticfour15,Fantastic Four,53,fox,2015-08-07,77.0,3995.0,26199451.740000002,4004.0,137842280.11791363,63197473.61884365,188201502.15714765,125004028.538304,Action / Adventure,100.0,['Josh Trank'],,['Marco Beltrami'],0,
169,blumhousejuly2015,The Gift (2015),64,stx,2015-08-07,63.0,2503.0,12091358.46,2503.0,5743428.3382464,49311572.28535388,66419542.54741198,17107970.2620581,Thriller,108.0,['Joel Edgerton'],['Jason Blum'],,0,
170,diaryofateenagegirl,The Diary of a Teenage Girl,196,sonyclassics,2015-08-07,80.0,4.0,53380.68,795.0,2297371.3352985596,1663344.145577767,2439709.2557941754,776365.1102164085,Drama,102.0,,,,0,
171,rickiandtheflash,Ricki and the Flash,89,tristar,2015-08-07,66.0,1603.0,6743180.22,2064.0,20676342.017687038,30206090.57688738,45596033.62477551,15389943.047888126,Comedy / Drama,101.0,['Jonathan Demme'],,,0,
172,shaunthesheep,Shaun the Sheep Movie,102,lionsgate,2015-08-05,79.0,2320.0,4119741.24,2360.0,28717141.691232003,21820502.76473572,114797688.35458438,92977185.58984867,Animation,85.0,,,,1,/oscar/movies/?id=shaunthesheep.htm
173,mi5,Mission: Impossible - Rogue Nation,11,paramount,2015-07-31,91.0,3956.0,56630490.78,3988.0,172302850.14739197,219649395.14132115,789291611.2616794,569642216.1203582,Action,130.0,['Christopher McQuarrie'],,,0,
174,counting,Counting,588,cinemaguild,2015-07-31,21.0,1.0,5002.08,1.0,57434.283382464004,9430.484098916739,9430.484098916739,0.0,Documentary,111.0,['Jem Cohen'],,,0,
175,theyoungprodigioustsspivet,The Young & Prodigious T.S. Spivet,334,weinsteincompany,2015-07-31,,100.0,34331.16,100.0,37906627.032426246,199158.44535958063,402813.6572592824,203655.2118997018,Adventure,105.0,['Jean-Pierre Jeunet'],,,0,
176,newline15,Vacation,50,wb-newline,2015-07-29,93.0,3411.0,14974730.16,3430.0,35609255.697127685,66313159.6144762,113354882.8478959,47041723.23341971,Comedy,99.0,,,['Mark Mothersbaugh'],0,
177,southpaw2015,Southpaw,56,weinsteincompany,2015-07-24,105.0,2772.0,17035319.88,2772.0,34460570.02947841,59035633.4130237,101157773.552172,42122140.1391483,Drama,123.0,['Antoine Fuqua'],,['James Horner'],0,
178,papertowns,Paper Towns,81,fox,2015-07-24,84.0,3031.0,12903142.8,3031.0,13784228.01179136,36037539.76982346,96300738.64482896,60263198.8750055,Drama,109.0,['Jake Schreier'],,,0,
179,pixels,Pixels,39,sony,2015-07-24,108.0,3723.0,24491848.32,3723.0,103381710.0884352,88682570.83479747,274925864.61396915,186243293.77917168,Action Comedy,105.0,['Chris Columbus'],,['Henry Jackman'],0,
180,vaticantapes,The Vatican Tapes,191,lionsgate,2015-07-24,28.0,427.0,848916.42,427.0,14932913.679440642,2009933.0178928745,14624558.021259546,12614625.003366672,Horror,91.0,,,,0,
181,antman,Ant-Man,14,buenavista,2015-07-17,154.0,3856.0,58370036.52,3868.0,149329136.7944064,202936903.84068567,584030266.5196233,381093362.6789376,Action / Adventure,117.0,['Peyton Reed'],['Kevin Feige'],['Christophe Beck'],0,
182,trainwreck15,Trainwreck,28,universal,2015-07-17,,3158.0,30698980.8,3171.0,40203998.3677248,123920806.69208656,158295451.65513757,34374644.963051006,Comedy,125.0,['Judd Apatow'],,['Jon Brion'],0,
183,dawnofthecrescentmoon,Dawn of the Crescent Moon,585,indican,2015-07-24,,3.0,6539.22,3.0,86151.42507369601,9909.103127103937,9909.103127103937,0.0,Sci-Fi Thriller,95.0,,,,0,
184,baahubali:thebeginning,Baahubali: The Beginning,142,bluesky,2015-07-09,15.0,236.0,3646500.0,236.0,45947426.7059712,7588082.381000834,30111330.766280834,22523248.38528,Action / Adventure,159.0,,,,0,
185,selfless,Self/Less,121,focus,2015-07-10,49.0,2353.0,5511529.2,2353.0,29865827.358881284,13828926.524374371,37967244.97696795,24138318.45259358,Sci-Fi Thriller,117.0,['Tarsem'],,,0,
186,strangerland,Strangerland,531,alchemy,2015-07-10,3.0,15.0,17821.44,15.0,11486856.6764928,19676.30978938061,31586.60353551667,11910.29374613606,Drama / Thriller,112.0,['Kim Farrant'],,,0,
187,minions,Minions,6,universal,2015-07-10,161.0,4301.0,118032773.10000001,4311.0,85002739.40604672,378442117.32663375,1310430160.6377766,931988043.3111429,Animation,91.0,['Pierre Coffin'],,['Heitor Pereira'],0,
188,terminator2015,Terminator: Genisys,32,paramount,2015-07-01,79.0,3758.0,27558855.72,3783.0,178046278.4856384,101085415.36440948,495692727.074515,394607311.71010554,Action,126.0,['Alan Taylor'],,,0,
189,magicmike2,Magic Mike XXL,46,warnerbros,2015-07-01,86.0,3355.0,13114327.68,3376.0,16655942.18091456,74341423.97413234,139316944.75944304,64975520.7853107,Comedy / Drama,115.0,['Gregory Jacobs'],,,0,
190,paradiselost2014,Escobar: Paradise Lost,323,radiustwc,2015-06-26,14.0,105.0,109006.38,105.0,19527656.350037757,220493.5923925371,2222982.676694077,2002489.08430154,Romantic Thriller,120.0,,,,0,
191,ted2,Ted 2,37,universal,2015-06-26,,3442.0,34178027.4,3448.0,78110625.40015103,91539920.80226296,243814369.85837877,152274449.0561158,Comedy,115.0,['Seth MacFarlane'],,['Walter Murphy'],0,
192,dope,Dope,107,openroads,2015-06-19,91.0,2002.0,6222010.2,2002.0,8040799.673544961,19715128.60797264,20485830.24738257,770701.6394099295,Comedy / Drama,115.0,,,[],0,
193,pixar2014,Inside Out,4,buenavista,2015-06-19,175.0,3946.0,92249077.44,4158.0,201019991.838624,401433782.8347449,961656087.2689785,560222304.4342337,Animation,94.0,['Pete Docter'],,['Michael Giacchino'],1,/oscar/movies/?id=pixar2014.htm
194,manglehorn,Manglehorn,358,ifc,2015-06-19,,3.0,11451.54,27.0,4594742.670597119,148957.50319604925,374732.7973349345,225775.29413888528,Drama,97.0,['David Gordon Green'],,,0,
195,jurassicpark4,Jurassic World,2,universal,2015-06-12,,4274.0,212982395.4,4291.0,246967418.5445952,734480888.7807666,1881060649.5984592,1146579760.8176928,Sci-Fi Horror,124.0,['Colin Trevorrow'],,['Michael Giacchino'],0,
196,unitedpassions,United Passions,698,screenmedia,2015-06-05,3.0,10.0,619.14,10.0,34460570.02947841,1033.8171008843522,190132.25356917968,189098.43646829532,Sports Drama,110.0,['Frederic Auburtin'],,,0,
197,susancooper,Spy,27,fox,2015-06-05,126.0,3711.0,29667433.38,3715.0,74664568.3972032,124807751.94257534,262537415.81856254,137729663.8759872,Comedy,120.0,['Paul Feig'],,['Theodore Shapiro'],0,
198,insidiouschapter3,Insidious Chapter 3,57,focus,2015-06-05,70.0,3002.0,23146595.82,3014.0,11486856.6764928,58806577.60775751,135903528.44805515,77096950.84029764,Horror,97.0,['Leigh Whannell'],,['Joseph Bishara'],0,
199,entourage,Entourage,80,warnerbros,2015-06-03,72.0,3108.0,10488915.0,3108.0,34460570.02947841,36446449.34425821,52057224.95942709,15610775.615168877,Comedy,104.0,['Doug Ellin'],,,0,
200,crowe2014,Aloha,100,sony,2015-05-29,63.0,2815.0,9863639.7,2815.0,42501369.70302336,23708005.03521831,28081759.728120834,4373754.692902524,Comedy / Drama,105.0,['Cameron Crowe'],,,0,
201,sanandreas,San Andreas,20,wb-newline,2015-05-29,140.0,3777.0,55679936.46,3812.0,126355423.44142081,174770082.812713,528835547.4293146,354065464.6166016,Action,114.0,['Brad Peyton'],,['Andrew Lockington'],0,
202,drunkwedding,Drunk Wedding,664,paramountinsruge,2015-05-22,3.0,16.0,3367.02,16.0,689211.4005895681,3717.4621459904643,3717.4621459904643,0.0,Comedy,81.0,,,,0,
203,aloft,Aloft,432,sonyclassics,2015-05-22,84.0,2.0,2158.32,17.0,9189485.341194239,59783.45818904872,59783.45818904872,0.0,Drama,112.0,,,,0,
204,poltergeist2015,Poltergeist (2015),58,fox,2015-05-22,77.0,3240.0,23072793.72,3242.0,40203998.3677248,53408393.50389762,107914654.59627523,54506261.0923776,Horror,93.0,['Gil Kenan'],,['Marc Streitenfeld'],0,
205,1952,Tomorrowland,30,buenavista,2015-05-22,119.0,3972.0,33688728.3,3972.0,195276563.50037763,105224474.43065012,231242049.1462917,126017574.71564159,Sci-Fi,130.0,['Brad Bird'],,['Michael Giacchino'],0,
206,furyroad,Mad Max: Fury Road,21,warnerbros,2015-05-15,133.0,3702.0,46336690.56,3722.0,172302850.14739197,173019488.10754037,420212139.1359884,247192651.02844805,Sci-Fi Action,120.0,['George Miller'],['George Miller'],['Junkie XL'],1,/oscar/movies/?id=furyroad.htm
207,area51,Area 51,600,paramountinsruge,2015-05-15,3.0,16.0,7707.12,16.0,5743428.3382464,8509.283239958784,8509.283239958784,0.0,Horror,91.0,['Oren Peli'],,,0,
208,pitchperfect2,Pitch Perfect 2,12,universal,2015-05-15,,3473.0,70601227.8,3660.0,33311884.36182912,206972227.58183828,323203409.2060662,116231181.62422791,Comedy,115.0,['Elizabeth Banks'],,['Mark Mothersbaugh'],0,
209,childless2015,Childless,691,montereymediainc,2015-05-15,7.0,1.0,746.64,1.0,1148685.6676492798,1166.7042663575041,1166.7042663575041,0.0,Drama,87.0,,,,0,
210,skintrade,Skin Trade,689,magnolia,2015-05-08,21.0,1.0,165.24,1.0,10338171.008843519,1398.6937247258882,1398.6937247258882,0.0,Action,95.0,,,,0,
211,witherspoonvergara,Hot Pursuit,74,wb-newline,2015-05-08,84.0,3003.0,14221103.16,3037.0,40203998.3677248,38942922.8167954,51443325.670625806,12500402.853830405,Comedy,87.0,['Anne Fletcher'],,['Christophe Beck'],0,
212,avengers2,Avengers: Age of Ultron,3,buenavista,2015-05-01,161.0,4276.0,195096531.18,4276.0,287171416.9123201,516915158.76325226,1581926958.6612175,1065011799.8979652,Action / Adventure,141.0,['Joss Whedon'],,,0,
213,ageofadaline,The Age of Adaline,69,lionsgate,2015-04-24,77.0,2991.0,13467527.16,3070.0,34460570.02947841,48008051.67284241,77769865.54451805,29761813.87167564,Drama,112.0,['Lee Toland Krieger'],,['Rob Simonsen'],0,
214,waterdiviner,The Water Diviner,154,warnerbros,2015-04-24,69.0,320.0,1244741.7,385.0,25845427.5221088,4730013.921911855,34758607.78757421,30028593.865662355,War Drama,111.0,['Russell Crowe'],['Brett Ratner'],,0,
215,brotherlylove,Brotherly Love,263,fs,2015-04-24,35.0,200.0,251840.04,200.0,2182502.768533632,538975.7030476541,538975.7030476541,0.0,Drama,89.0,,['Queen Latifah'],,0,
216,littleboy,Little Boy,144,openroads,2015-04-24,56.0,1045.0,2805363.12,1045.0,22973713.3529856,7304245.531011953,19915456.009923417,12611210.478911463,Drama,106.0,['Alejandro Monteverde'],['Mark Burnett'],,0,
217,cybernatural,Unfriended,79,universal,2015-04-17,42.0,2739.0,16162017.3,2775.0,1148685.6676492798,36580109.05715099,70454352.75850135,33874243.70135036,Horror,83.0,['Levan Gabriadze'],,,0,
218,child44,Child 44,211,lionsgatesummit,2015-04-17,28.0,510.0,634248.24,510.0,57434283.38246401,1378794.4347774931,3867613.381350933,2488818.94657344,Drama,137.0,['Daniel Espinosa'],,,0,
219,paulblart2,Paul Blart: Mall Cop 2,43,sony,2015-04-17,108.0,3633.0,24237683.7,3633.0,43650055.37067264,80000539.9105357,121171970.35685408,41171430.44631839,Comedy,94.0,['Andy Fickman'],,['Rupert Gregson-Williams'],0,
220,alongtheroadside,Along the Roadside,687,indican,2015-03-27,,,984.3000000000001,,574342.8338246399,0.0,0.0,0.0,Comedy,107.0,,,,0,
221,exmachina,Ex Machina,94,a24,2015-04-10,147.0,4.0,242009.28,2004.0,14932913.679440642,28650665.44978527,41742208.97608605,13091543.52630078,Sci-Fi Thriller,110.0,['Alex Garland'],['Scott Rudin'],,1,/oscar/movies/?id=exmachina.htm
222,sisterhoodofnight,The Sisterhood of Night,608,fs,2015-04-10,7.0,10.0,5369.28,10.0,1148685.6676492798,7736.735820343681,7736.735820343681,0.0,Drama,103.0,,,,0,
223,thelongestride,The Longest Ride,71,fox,2015-04-10,91.0,3366.0,13280079.72,3371.0,39055312.700075515,42170409.7127628,71852459.75260681,29682050.039844006,Romance,139.0,"['George Tillman, Jr.']",,['Mark Isham'],0,
224,lostriver,Lost River,446,warnerbros,2015-04-10,21.0,3.0,21244.56,3.0,2297371.3352985596,51162.68486958279,51162.68486958279,0.0,Drama,95.0,['Ryan Gosling'],,,0,
225,fast7,Furious 7,5,universal,2015-04-03,,4004.0,150130780.8,4022.0,218250276.85336322,395320071.16688204,1705031379.809194,1309711308.642312,Action,137.0,['James Wan'],,['Brian Tyler'],0,
226,womaningold,Woman in Gold,77,weinsteincompany,2015-04-01,135.0,258.0,2133382.02,2011.0,12635542.344142081,37509984.74522453,63918882.00299998,26408897.25777545,Drama,109.0,,,['Hans Zimmer'],0,
227,whilewereyoung,While We're Young,136,a24,2015-03-27,94.0,4.0,232241.76,762.0,11486856.6764928,8538636.663416902,15116676.358366463,6578039.694949562,Comedy / Drama,94.0,['Noah Baumbach'],,['James Murphy'],0,
228,gethard,Get Hard,31,warnerbros,2015-03-27,105.0,3175.0,34479318.06,3212.0,45947426.7059712,101817980.63965344,119949195.58980384,18131214.9501504,Comedy,100.0,['Etan Cohen'],,['Christophe Beck'],0,
229,alongtheroadside,Along the Roadside,687,indican,2015-03-27,,,984.3000000000001,,287171.41691231995,0.0,3642.009263899776,3642.009263899776,Comedy,107.0,,,,0,
230,dannycollins,Danny Collins,147,bleeckerstreet,2015-03-20,77.0,5.0,73908.18000000001,739.0,11486856.6764928,6348251.88411084,8447492.960338607,2099241.0762277674,Comedy / Drama,106.0,['Dan Fogelman'],,,0,
231,doyoubelieve,Do You Believe?,116,pureflix,2015-03-20,98.0,1320.0,3663107.64,1356.0,2641977.0355933444,14623894.7115946,16110361.535277925,1486466.8236833252,Drama,120.0,,,,0,
